"id","fiscal_year.meta.partial.fields","timestamp_iso8601.meta.partial.fields","timestamp.meta.partial.fields","source.meta.partial.fields","data_type.meta.partial.fields","catalog.meta.partial.fields","classification.meta.partial.fields","source_filename.meta.partial.fields","resource.meta.partial.fields","type.meta.partial.fields","value.CostType.record.partial.fields","value.ProgramElementNumber.CodeBProgramElementList.record.partial.fields",
"7987649556617d089b06a76e61bf1209","2013","2014-12-16T09:52:51+00:00","1418723571","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0204164N",
"7987649556617d089b06a76e61bf1209","2013","2014-12-16T09:52:51+00:00","1418723571","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0204161N",
"0a2bfa79ed9e9e839c327a943e8c71d8","2013","2014-12-16T09:52:40+00:00","1418723560","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Navy_PB_2013.xml","procurement-base","2013","C","0605500N",
"b8c71fa244cc37ab5c509c815a86f24d","2013","2014-12-16T09:53:24+00:00","1418723604","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0204112N",
"367429a1cbde98721a6ad0ec6cadf8b8","2013","2014-12-16T09:53:47+00:00","1418723627","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0206211M",
"c25a795082e09db434ef17c5beef4d43","2013","2014-12-16T09:54:16+00:00","1418723656","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0604601A",
"fd3d36e798847e0ce86a1136b710ada7","2013","2014-12-16T09:54:14+00:00","1418723654","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0604601A",
"d1dff3f01ace1917897a7fdef5e5d304","2013","2014-12-16T09:54:13+00:00","1418723653","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0604601A",
"76545fb91e851e224e994196166d3aa3","2013","2014-12-16T09:54:37+00:00","1418723677","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0303140A",
"105dcc9500c777a9d68211ac0d87b68f","2013","2014-12-16T09:55:01+00:00","1418723701","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0654715A",
"c023968cdc20b901e91ac3e0a5b81b31","2013","2014-12-16T09:55:10+00:00","1418723710","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","0901532D8T",
"7da9fd92ee38bd72b4e8364280a21b33","2013","2014-12-16T09:55:11+00:00","1418723711","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Missile_Defense_Agency_PB_2013.xml","procurement-base","2013","AB","0603884C",
"1e33384f9323dcbafeeda02ae8bf8981","2013","2014-12-16T09:55:11+00:00","1418723711","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Missile_Defense_Agency_PB_2013.xml","procurement-base","2013","AB","0603884C",
"68a4059b523c5b9b4a8ac885590af9da","2013","2014-12-16T09:55:16+00:00","1418723716","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","1160405BB",
"957852d775115b69c94a5310451c3b60","2013","2014-12-16T09:52:00+00:00","1418723520","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Air_Force_PB_2013.xml","procurement-base","2013","AB","0401897F",
"1573d5022448f7d84adba618105f5966","2013","2014-12-16T09:51:58+00:00","1418723518","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Air_Force_PB_2013.xml","procurement-base","2013","AB","0305220F",
"0b8b818125ffc02b11e5873d67875efd","2013","2014-12-16T09:52:19+00:00","1418723539","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Air_Force_PB_2013.xml","procurement-base","2013","AB","0207163F",
"f86077c1080023f20d178fc5ce054676","2013","2014-12-16T09:52:40+00:00","1418723560","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0604234N",
"cc065570f6f2d6c4961162ac9d191431","2013","2014-12-16T09:53:13+00:00","1418723593","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0204228N",
"d6a9cef3e7fa72cabcfdb0d6b500e4c6","2013","2014-12-16T09:53:32+00:00","1418723612","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0708009N",
"7c0b3775a06bef542811df37ce65e2fa","2013","2014-12-16T09:53:34+00:00","1418723614","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0305192N",
"330bfb005167f5c2efbe89251916a542","2013","2014-12-16T09:53:44+00:00","1418723624","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0206211M",
"330bfb005167f5c2efbe89251916a542","2013","2014-12-16T09:53:44+00:00","1418723624","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0206315M",
"b9a034931d2265595fe7f37cf02d0aae","2013","2014-12-16T09:54:18+00:00","1418723658","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0604601A",
"7fef878b9949a1dadd7bceaa2fa1f431","2013","2014-12-16T09:54:15+00:00","1418723655","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0604601A",
"37891c89ac64501060f62ca8ca209e71","2013","2014-12-16T09:54:35+00:00","1418723675","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","52328548",
"fcb90e3c59b2e5d07e9ba3cf92bb15c6","2013","2014-12-16T09:54:48+00:00","1418723688","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0203740A",
"6abf52e0ac66daf5e13418b232a83b73","2013","2014-12-16T09:55:08+00:00","1418723708","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","0303610K",
"d502f3d7d139b630b7bf3b70765305e0","2013","2014-12-16T09:55:08+00:00","1418723708","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","0303122K",
"d502f3d7d139b630b7bf3b70765305e0","2013","2014-12-16T09:55:08+00:00","1418723708","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","0301144K",
"d502f3d7d139b630b7bf3b70765305e0","2013","2014-12-16T09:55:08+00:00","1418723708","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","0303149K",
"d502f3d7d139b630b7bf3b70765305e0","2013","2014-12-16T09:55:08+00:00","1418723708","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","0303134K",
"82ea943912878736a003d2472d35f15c","2013","2014-12-16T09:55:07+00:00","1418723707","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","0303140K",
"b47ca308e95dbccf2b6101264799dfda","2013","2014-12-16T09:55:07+00:00","1418723707","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","0303150K",
"b33e145a80fff83db0422a4acb882e21","2013","2014-12-16T09:55:09+00:00","1418723709","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","0201182K",
"c80880052a0234b204635f813f69a961","2013","2014-12-16T09:55:13+00:00","1418723713","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","1160482BB",
"afc492cad5d39976d6a7df6f64e8927f","2013","2014-12-16T09:51:59+00:00","1418723519","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Air_Force_PB_2013.xml","procurement-base","2013","AB","0101127F",
"6f89d26208dfe5c0fee31bdcb124e3de","2013","2014-12-16T09:52:20+00:00","1418723540","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Air_Force_PB_2013.xml","procurement-base","2013","AB","0201109F",
"7a38c22b675b627ea32e28f7fa745e6b","2013","2014-12-16T09:52:20+00:00","1418723540","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Air_Force_PB_2013.xml","procurement-base","2013","AB","0604329F",
"c5bfffb36d64083c22a8a9f43f229a96","2013","2014-12-16T09:52:36+00:00","1418723556","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0204154N",
"ecb46645d20bc1646f42a7729a96e91a","2013","2014-12-16T09:53:03+00:00","1418723583","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0204228N",
"c96e8fd8b075a862a4dd23c7da4456e3","2013","2014-12-16T09:53:14+00:00","1418723594","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0603755N",
"c96e8fd8b075a862a4dd23c7da4456e3","2013","2014-12-16T09:53:14+00:00","1418723594","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0603658N",
"ed2dd6a770c087d3db59e7da882dafe0","2013","2014-12-16T09:53:47+00:00","1418723627","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0206315M",
"7240f14398a006c160628279287592aa","2013","2014-12-16T09:53:46+00:00","1418723626","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0206315M",
"3c31625a563767ee0dee330cea2ade9c","2013","2014-12-16T09:54:11+00:00","1418723651","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0604854A",
"aa513c97a3a096bf5025c11de6c0e9c8","2013","2014-12-16T09:54:06+00:00","1418723646","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0604865A",
"aa513c97a3a096bf5025c11de6c0e9c8","2013","2014-12-16T09:54:06+00:00","1418723646","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0603869A",
"aa513c97a3a096bf5025c11de6c0e9c8","2013","2014-12-16T09:54:06+00:00","1418723646","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0604869A",
"aa513c97a3a096bf5025c11de6c0e9c8","2013","2014-12-16T09:54:06+00:00","1418723646","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0605456A",
"80bbf788a51222f1b0b51965310e27eb","2013","2014-12-16T09:54:14+00:00","1418723654","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0604601A",
"a28da5d8b05d6cf40e8c7bcce6222159","2013","2014-12-16T09:55:11+00:00","1418723711","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Missile_Defense_Agency_PB_2013.xml","procurement-base","2013","AB","0603892C",
"a28da5d8b05d6cf40e8c7bcce6222159","2013","2014-12-16T09:55:11+00:00","1418723711","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Missile_Defense_Agency_PB_2013.xml","procurement-base","2013","AB","0604881C",
"32d230f3d214aa5258f46809457c6440","2013","2014-12-16T09:55:12+00:00","1418723712","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","0902199D8Z",
"f0b89deec8eeb41a5f79827cd585bccf","2013","2014-12-16T09:55:08+00:00","1418723708","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","0303126K",
"e4ca50f6b91c91e8471d8e1d2911f40e","2013","2014-12-16T09:55:07+00:00","1418723707","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","0901220SE",
