"id","timestamp.meta","timestamp_iso8601.meta","fiscal_year.meta","source.meta","catalog.meta","data_type.meta","classification.meta","resource.meta","source_filename.meta","type.meta","value.Name.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.MinimumSustainingRate.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Rate185.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.TotalLeadTimeAfterOct1InMonths.InitialQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ProductionLeadTimeAfterOct1InMonths.InitialQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AdminLeadTimeAfterOct1InMonths.InitialQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AdminLeadTimeBeforeOct1InMonths.InitialQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Location.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.MaximumProductionRate.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Quantity.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ContractType.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.FiscalYear.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AwardDate.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.SpecsAvailableNow.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.PCOLocation.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ContractMethod.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.FirstDeliveryDate.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.UnitCost.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.TotalLeadTimeAfterOct1InMonths.ReorderQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ProductionLeadTimeAfterOct1InMonths.ReorderQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AdminLeadTimeAfterOct1InMonths.ReorderQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AdminLeadTimeBeforeOct1InMonths.ReorderQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.OCO.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.FundingVehicle.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ProcQuantity.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Amount.MonthlyDelivery.MonthlyDeliveryList.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Month.MonthlyDelivery.MonthlyDeliveryList.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ServiceAgencyName.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AcceptedBeforeOct1.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.RFPIssueDate.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.RevisionsAvailableDate.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Remarks.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Remarks.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","SCIENCE APPLICATIONS INTERNATIONAL CORP","0","0","0","0","0","0","SAN DIEGO CA","0","50","BA","2012","2012-05","true","HQ ACC","C","2013-05","0.080","","","","","","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","SCIENCE APPLICATIONS INTERNATIONAL CORP","0","0","0","0","0","0","SAN DIEGO CA","0","75","BA","2013","2013-05","true","HQ ACC","C","2014-05","0.074","","","","","","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","SCIENCE APPLICATIONS INTERNATIONAL CORP","0","0","0","0","0","0","SAN DIEGO CA","0","132","BA","2013","2013-05","true","HQ ACC","C","2014-05","0.040","0","0","0","0","true","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","Navy","0","0","0","0","0","0","Indian Head MD","0","11","","2011","2011-10","true","HQ ACC","","2011-12","0.273","0","0","0","0","","MIPR","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","NBACO INC","0","0","0","0","0","0","CANONSBURG PA","0","3","FFP","2013","2013-07","true","HQ ACC","C","2013-09","0.300","0","0","0","0","","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","UNKNOWN","0","0","0","0","0","0","UNKNOWN","0","20","FFP","2013","2013-07","true","HQ ACC","C","2013-09","0.015","0","0","0","0","","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","UNKNOWN","0","0","0","0","0","0","UNKNOWN","0","8","FFP","2013","2013-07","true","HQ ACC","C","2013-09","0.050","0","0","0","0","","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","Army","0","0","0","0","0","0","Vicksburg MS","0","4","","2011","2011-09","true","HQ ACC","","2012-05","3.323","0","0","0","0","","MIPR","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","Army","0","0","0","0","0","0","Vicksburg MS","0","8","","2010","2011-09","true","HQ ACC","","2012-03","0.863","0","0","0","0","","MIPR","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","DLA","0","0","0","0","0","0","UNKNOWN","0","5","","2012","2012-03","true","HQ ACC","","2013-03","0.817","0","0","0","0","","MIPR","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","DLA","0","0","0","0","0","0","UNKNOWN","0","4","","2012","2012-03","true","HQ ACC","","2013-03","1.150","","","","","","MIPR","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","DLA","0","0","0","0","0","0","UNKNOWN","0","3","","2013","2013-07","true","HQ ACC","","2013-09","0.883","","","","","","MIPR","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","DLA","0","0","0","0","0","0","UNKNOWN","0","4","","2013","2013-07","true","HQ ACC","","2013-08","5.757","0","0","0","0","true","MIPR","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","DLA","0","0","0","0","0","0","UNKNOWN","0","1","","2012","2012-03","true","HQ ACC","","2013-03","0.917","","","","","","MIPR","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","DLA","0","0","0","0","0","0","UNKNOWN","0","1","","2013","2013-06","true","HQ ACC","","2013-09","0.556","0","0","0","0","","MIPR","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","DLA","0","0","0","0","0","0","UNKNOWN","0","1","","2012","2012-03","true","HQ ACC","","2013-03","0.560","0","0","0","0","","MIPR","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","Army","0","0","0","0","0","0","UNKNOWN","0","1","","2012","2012-03","true","HQ ACC","","2013-03","1.017","0","0","0","0","","MIPR","","","","","","","","","",
"411940ad66aebfc3d7b2ef24b4083eb9","1418723556","2014-12-16T09:52:36+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","MULTIPLE","0","0","0","0","0","0","UNKNOWN","0","10","FFP","2011","2012-03","true","AFMC/WR-ALC","C","2012-11","0.237","","","","","","","","","","","","","","","",
"411940ad66aebfc3d7b2ef24b4083eb9","1418723556","2014-12-16T09:52:36+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","MULTIPLE","0","0","0","0","0","0","UNKNOWN","0","6","FFP","2012","2013-03","true","AFMC/WR-ALC","C","2013-11","0.298","","","","","","","","","","","","","","","",
"411940ad66aebfc3d7b2ef24b4083eb9","1418723556","2014-12-16T09:52:36+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","MULTIPLE","0","0","0","0","0","0","UNKNOWN","0","6","FFP","2013","2013-03","true","AFMC/WR-ALC","C","2013-11","0.298","0","0","0","0","","","","","","","","","","","",
"411940ad66aebfc3d7b2ef24b4083eb9","1418723556","2014-12-16T09:52:36+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","J.G.B. Enterprises Inc.","0","0","0","0","0","0","Liverpool NY","0","36","FFP","2011","2011-03","true","AFMC/WR-ALC","C","2011-11","0.252","","","","","","","","","","","","","","","",
"411940ad66aebfc3d7b2ef24b4083eb9","1418723556","2014-12-16T09:52:36+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","J.G.B. Enterprises Inc.","0","0","0","0","0","0","Liverpool NY","0","4","FFP","2012","2012-03","true","AFMC/WR-ALC","C","2012-11","0.252","0","0","0","0","","","","","","","","","","","",
"411940ad66aebfc3d7b2ef24b4083eb9","1418723556","2014-12-16T09:52:36+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","J.G.B. ENTERPRISES INC","0","0","0","0","0","0","LIVERPOOL NY","0","1","FFP","2013","2013-03","true","AFMC/WR-ALC","C","2013-11","0.252","0","0","0","0","","","","","","","","","","","",
"411940ad66aebfc3d7b2ef24b4083eb9","1418723556","2014-12-16T09:52:36+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","TACTICAL LIGHTING SYSTEMS INC.","0","0","0","0","0","0","ADDISON IL","0","30","FFP","2011","2011-05","true","AFMC/WR-ALC","C","2012-11","1.106","","","","","","","","","","","","","","","",
"411940ad66aebfc3d7b2ef24b4083eb9","1418723556","2014-12-16T09:52:36+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","TACTICAL LIGHTING SYSTEMS INC.","0","0","0","0","0","0","ADDISON IL","0","5","FFP","2012","2012-05","true","AFMC/WR-ALC","C","2012-11","1.160","","","","","","","","","","","","","","","",
"411940ad66aebfc3d7b2ef24b4083eb9","1418723556","2014-12-16T09:52:36+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","TACTICAL LIGHTING SYSTEMS INC.","0","0","0","0","0","0","ADDISON IL","0","5","FFP","2013","2013-05","true","AFMC/WR-ALC","C","2013-11","1.172","0","0","0","0","","","","","","","","","","","",
