"id","fiscal_year.meta.partial.fields","timestamp_iso8601.meta.partial.fields","timestamp.meta.partial.fields","source.meta.partial.fields","data_type.meta.partial.fields","catalog.meta.partial.fields","classification.meta.partial.fields","source_filename.meta.partial.fields","resource.meta.partial.fields","type.meta.partial.fields","value.ProgramElementNumber.CodeBProgramElementList.record.partial.fields",
"5ee9aaf45c1278cbc6a976c7c70be7af","2015","2014-12-16T00:57:01+00:00","1418691421","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0305110F",
"d9ad2befbb2e8fae9edb5a2a9da91104","2015","2014-12-16T00:57:40+00:00","1418691460","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0204228N",
"3e92f6935403785984e0059cd899a539","2015","2014-12-16T00:57:31+00:00","1418691451","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0204162N",
"3e92f6935403785984e0059cd899a539","2015","2014-12-16T00:57:31+00:00","1418691451","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0204138M",
"99d0936c892a518e6fad98b2cecc8e40","2015","2014-12-16T00:58:19+00:00","1418691499","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0708012N",
"7181782f412c7fecccfd54b054faf849","2015","2014-12-16T00:58:26+00:00","1418691506","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0204460M",
"7181782f412c7fecccfd54b054faf849","2015","2014-12-16T00:58:26+00:00","1418691506","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0506313M",
"0c0b156af8d6e2e3194594f67f9ea982","2015","2014-12-16T00:59:05+00:00","1418691545","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","0604601A",
"304462094b53abeee06a1fea967263fa","2015","2014-12-16T00:59:40+00:00","1418691580","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","0203740A",
"423a7eb4ab719fd20bddc2c121af92d7","2015","2014-12-16T01:00:11+00:00","1418691611","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","1160405BB",
"e8fe5501f41421d16c90e5dd752b992c","2015","2014-12-16T01:00:01+00:00","1418691601","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0303122K",
"e8fe5501f41421d16c90e5dd752b992c","2015","2014-12-16T01:00:01+00:00","1418691601","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0303149K",
"e8fe5501f41421d16c90e5dd752b992c","2015","2014-12-16T01:00:01+00:00","1418691601","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0303134K",
"c71caac73523af4b864cb8d3b485013a","2015","2014-12-16T01:00:05+00:00","1418691605","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2015.xml","procurement-base","2015","0603884C",
"c71caac73523af4b864cb8d3b485013a","2015","2014-12-16T01:00:05+00:00","1418691605","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2015.xml","procurement-base","2015","0603881C",
"d31c33461f54ff94043f3c629c9bff7d","2015","2014-12-16T00:56:28+00:00","1418691388","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0207142F",
"ae924f7d145c57a8d14044e29b435820","2015","2014-12-16T00:56:30+00:00","1418691390","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0305220F",
"96746374147216680b63b049889b64c2","2015","2014-12-16T00:56:30+00:00","1418691390","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0305116F",
"b9fda982860b0f07aa8b874240f0a736","2015","2014-12-16T00:56:45+00:00","1418691405","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0205219F",
"05911dcf80907d7ead005c9d8fa16d70","2015","2014-12-16T00:56:42+00:00","1418691402","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0401132F",
"0ea85a5ebd543635be93dca4fb2b4172","2015","2014-12-16T00:56:41+00:00","1418691401","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0401314F",
"d34be86a657118f35ee1300ff8d34132","2015","2014-12-16T00:56:40+00:00","1418691400","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0804741F",
"aec384cbdb5b890a54b8cbe87515657d","2015","2014-12-16T00:56:41+00:00","1418691401","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0401314F",
"6c7c79068d33003d577b4d8501f4b4d7","2015","2014-12-16T00:56:50+00:00","1418691410","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0101122F",
"6c7c79068d33003d577b4d8501f4b4d7","2015","2014-12-16T00:56:50+00:00","1418691410","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0101125F",
"4adb7aeb08dde84cd30b7b37e5c4087d","2015","2014-12-16T00:56:55+00:00","1418691415","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0305179F",
"f2a3237ce7965649f576dd147c8ad1f0","2015","2014-12-16T00:57:27+00:00","1418691447","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0204164N",
"f2a3237ce7965649f576dd147c8ad1f0","2015","2014-12-16T00:57:27+00:00","1418691447","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0204161N",
"17bae5645c2ab165e63237cb45946d06","2015","2014-12-16T00:57:54+00:00","1418691474","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0603755N",
"17bae5645c2ab165e63237cb45946d06","2015","2014-12-16T00:57:54+00:00","1418691474","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0603658N",
"82f7aabc4d0c5dbf22af180dea4ddd5a","2015","2014-12-16T00:58:08+00:00","1418691488","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0204112N",
"f93d4807fb810cb294bcd4c1ec11fa37","2015","2014-12-16T00:58:31+00:00","1418691511","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0605812M",
"09a4dcca9447824cdab7d7d5213d2864","2015","2014-12-16T01:00:01+00:00","1418691601","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0303170K",
"6d099ec9affd96fbfd4cebd90cee67cc","2015","2014-12-16T01:00:03+00:00","1418691603","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0800101T",
"df4b5c1f04decbd9abadd47b602cb8de","2015","2014-12-16T01:00:00+00:00","1418691600","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0201182K",
"4ea52be13c064082d7821dc811e97257","2015","2014-12-16T01:00:02+00:00","1418691602","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0305103K",
"c9826aebf86f4ae9181136ca585801a0","2015","2014-12-16T01:00:06+00:00","1418691606","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2015.xml","procurement-base","2015","0208866C",
"43b7faf53bb63a540b3f2ee3f801b703","2015","2014-12-16T00:56:38+00:00","1418691398","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0401130F",
"b8bf07a4d01cf993512d9aaa74ca3c8a","2015","2014-12-16T00:56:39+00:00","1418691399","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0401314F",
"462b5b2a01fcef0aa03767f1d4573804","2015","2014-12-16T00:56:38+00:00","1418691398","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0401119F",
"40e4afada21ac22011e5d161584890fb","2015","2014-12-16T00:56:38+00:00","1418691398","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0401119F",
"ed8903691fce84239a15c5fab0d15463","2015","2014-12-16T00:56:36+00:00","1418691396","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0207130F",
"ed8903691fce84239a15c5fab0d15463","2015","2014-12-16T00:56:36+00:00","1418691396","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0207134F",
"ed8903691fce84239a15c5fab0d15463","2015","2014-12-16T00:56:36+00:00","1418691396","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0207171F",
"b8bf9b679bc1f5a39fa050a05585d485","2015","2014-12-16T00:56:36+00:00","1418691396","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0207133F",
"b8bf9b679bc1f5a39fa050a05585d485","2015","2014-12-16T00:56:36+00:00","1418691396","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0207445F",
"b8bf9b679bc1f5a39fa050a05585d485","2015","2014-12-16T00:56:36+00:00","1418691396","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0809731F",
"661c09359873b92a9eb0baaa287373d9","2015","2014-12-16T00:56:34+00:00","1418691394","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0101125F",
"661c09359873b92a9eb0baaa287373d9","2015","2014-12-16T00:56:34+00:00","1418691394","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0101127F",
"e9d9f33ce3882d592a35f61c4bf011b0","2015","2014-12-16T00:56:31+00:00","1418691391","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0205219F",
"221e2f288bbed4936083a7ee0432f2ca","2015","2014-12-16T00:56:32+00:00","1418691392","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0101127F",
"1f8fc55682a88b38dd9091792fe8461f","2015","2014-12-16T00:56:47+00:00","1418691407","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0207325F",
"0996e8c253ffcdca7185c6625f2bc12c","2015","2014-12-16T00:56:48+00:00","1418691408","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0207161F",
"6ff14d8474c7b075bd72a79e12ff2b47","2015","2014-12-16T00:56:43+00:00","1418691403","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0302015F",
"5ec39e878d8c1ef8ec8f5c9cbd431f74","2015","2014-12-16T00:56:44+00:00","1418691404","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0207224F",
"9b831e52f6a5610f687588eeb2bc2b57","2015","2014-12-16T00:56:50+00:00","1418691410","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0207327F",
"cf4f0154d3d3def743febed16a5de325","2015","2014-12-16T00:56:44+00:00","1418691404","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0207224F",
"04cc7960892946aa26bf8e22b904d3c7","2015","2014-12-16T00:57:02+00:00","1418691422","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0305165F",
"04cc7960892946aa26bf8e22b904d3c7","2015","2014-12-16T00:57:02+00:00","1418691422","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0305940F",
"3f405b68fc8da5d270f0406cd58f3dd5","2015","2014-12-16T00:56:58+00:00","1418691418","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0207429F",
"4cd27dbe33a976817289fd5067d540cf","2015","2014-12-16T00:56:58+00:00","1418691418","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0303131F",
"071fafb804ee790038b9918b22054e9a","2015","2014-12-16T00:56:55+00:00","1418691415","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0305114F",
"22746374e6bcdfd5ee92d207a1edb109","2015","2014-12-16T00:57:06+00:00","1418691426","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0204146N",
"f6eb75dcc5e6eb982d02c4633c959a9b","2015","2014-12-16T00:57:52+00:00","1418691472","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0204228N",
"453c5e80ec1fa35e7cc908e65acf82a4","2015","2014-12-16T00:58:12+00:00","1418691492","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0204221N",
"453c5e80ec1fa35e7cc908e65acf82a4","2015","2014-12-16T00:58:12+00:00","1418691492","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0204225N",
"453c5e80ec1fa35e7cc908e65acf82a4","2015","2014-12-16T00:58:12+00:00","1418691492","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0204228N",
"16c5a46cb7c0f1ab31c3b7ac27c92c0e","2015","2014-12-16T00:59:02+00:00","1418691542","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","0604854A",
"1309811671f58e3725d16f612c7f531d","2015","2014-12-16T00:59:00+00:00","1418691540","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","0603653A",
"b15366ba563bcc69d062b9ced7ec6737","2015","2014-12-16T00:59:05+00:00","1418691545","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","0604601A",
"f043e8ba67adffa74e11fe319a5da00f","2015","2014-12-16T00:59:07+00:00","1418691547","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","0604601A",
"ae5355f25b51057af2508f88d6b4a064","2015","2014-12-16T01:00:01+00:00","1418691601","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0303126K",
"cfd58cbb0710550b45b9e773a9fbf375","2015","2014-12-16T01:00:02+00:00","1418691602","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0303134K",
"99f7b52797e34525942fc91cd6b5bf29","2015","2014-12-16T01:00:02+00:00","1418691602","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0303122K",
"2878fcc8235ef32250b0936305b5215e","2015","2014-12-16T00:59:53+00:00","1418691593","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","0654715A",
"de9b301ddcf2df9b2a50a6e87c1d640d","2015","2014-12-16T01:00:02+00:00","1418691602","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0303228K",
"406401fc5ff8318326c6285187f0ee44","2015","2014-12-16T01:00:06+00:00","1418691606","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2015.xml","procurement-base","2015","0603884C",
"16774affd75f8ccaa22930fe4d6f21bc","2015","2014-12-16T00:56:37+00:00","1418691397","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0207138F",
"813d43ed393d9e39f806e522f8c83747","2015","2014-12-16T00:56:35+00:00","1418691395","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0101126F",
"a0ad2cc623c5c6398b1b8a3bc11db2f6","2015","2014-12-16T00:56:42+00:00","1418691402","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0401218F",
"70ba653cff37a0fca6f44553a95e01b7","2015","2014-12-16T00:57:01+00:00","1418691421","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0305182F",
"32563d216495bd8a6ac89a65a75253b7","2015","2014-12-16T00:57:06+00:00","1418691426","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0204136N",
"d6cbcecd985e02ef6f5d96e3d4091bf6","2015","2014-12-16T00:57:06+00:00","1418691426","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0204146M",
"5bed642b501056b1064b26938b512d12","2015","2014-12-16T00:57:08+00:00","1418691428","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0605500N",
"3db920c03eb592460feb05890bc4495c","2015","2014-12-16T00:57:38+00:00","1418691458","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0708017N",
"e2a418b11cebc5f569015b31eeb3bdc5","2015","2014-12-16T00:58:01+00:00","1418691481","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2015.xml","procurement-base","2015","0708017N",
"1427e620764c38e65dccf0d2affc0990","2015","2014-12-16T00:58:08+00:00","1418691488","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0204112N",
"34196dc47ff547dfeaa7061fd69a3fa4","2015","2014-12-16T00:58:20+00:00","1418691500","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0305192N",
"896a57ed1ae904ea5078246bcdca6663","2015","2014-12-16T00:59:06+00:00","1418691546","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","0604601A",
"9932b62998445a97106a2cd0ae95dab6","2015","2014-12-16T00:59:03+00:00","1418691543","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","0654804A",
"88f524101c8717680dda82fbaf3b86f7","2015","2014-12-16T00:59:08+00:00","1418691548","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","0604601A",
"e652e5d8aac468ca17574e9b36c98b32","2015","2014-12-16T01:00:05+00:00","1418691605","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2015.xml","procurement-base","2015","0604881C",
"e652e5d8aac468ca17574e9b36c98b32","2015","2014-12-16T01:00:05+00:00","1418691605","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2015.xml","procurement-base","2015","0603892C",
"e652e5d8aac468ca17574e9b36c98b32","2015","2014-12-16T01:00:05+00:00","1418691605","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2015.xml","procurement-base","2015","0604880C",
"2ba45bf9f0bbb280b763f913ffcc9921","2015","2014-12-16T01:00:00+00:00","1418691600","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0303141K",
"a0668c91c207c47cb1816cd8bf528997","2015","2014-12-16T01:00:03+00:00","1418691603","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0701113K",
"ea7ed94036c34e80af4065c4ab77250a","2015","2014-12-16T00:56:32+00:00","1418691392","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0202834F",
"0e0389118b38087727b3889a359f8b8e","2015","2014-12-16T00:56:31+00:00","1418691391","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0305220F",
"5fae2c49f67e2f0c665fa6952ff02880","2015","2014-12-16T00:56:37+00:00","1418691397","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0207142F",
