"id","fiscal_year.meta.partial.fields","timestamp_iso8601.meta.partial.fields","timestamp.meta.partial.fields","source.meta.partial.fields","data_type.meta.partial.fields","catalog.meta.partial.fields","classification.meta.partial.fields","source_filename.meta.partial.fields","resource.meta.partial.fields","type.meta.partial.fields","value.BudgetYearFour.TotalSparesCost.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearThree.TotalSparesCost.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearFive.TotalSparesCost.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearOneBase.TotalSparesCost.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearTwo.TotalSparesCost.P18Item.ItemExhibitList.record.partial.fields","value.CurrentYear.TotalSparesCost.P18Item.ItemExhibitList.record.partial.fields","value.PriorYear.TotalSparesCost.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearOne.TotalSparesCost.P18Item.ItemExhibitList.record.partial.fields","value.Total.TotalSparesCost.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearOneOCO.TotalSparesCost.P18Item.ItemExhibitList.record.partial.fields","value.Name.P18Item.ItemExhibitList.record.partial.fields","value.LineItemNumber.EndItem.EndItemList.EndItemBudgetActivity.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearFour.Cost.EndItem.EndItemList.EndItemBudgetActivity.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearThree.Cost.EndItem.EndItemList.EndItemBudgetActivity.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearFive.Cost.EndItem.EndItemList.EndItemBudgetActivity.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearOneBase.Cost.EndItem.EndItemList.EndItemBudgetActivity.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearTwo.Cost.EndItem.EndItemList.EndItemBudgetActivity.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.CurrentYear.Cost.EndItem.EndItemList.EndItemBudgetActivity.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.PriorYear.Cost.EndItem.EndItemList.EndItemBudgetActivity.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearOne.Cost.EndItem.EndItemList.EndItemBudgetActivity.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.Total.Cost.EndItem.EndItemList.EndItemBudgetActivity.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearOneOCO.Cost.EndItem.EndItemList.EndItemBudgetActivity.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.Name.EndItem.EndItemList.EndItemBudgetActivity.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.BudgetActivityNumber.EndItemBudgetActivity.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.BudgetActivityTitle.EndItemBudgetActivity.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearFour.SubtotalSparesCost.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearThree.SubtotalSparesCost.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearFive.SubtotalSparesCost.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearOneBase.SubtotalSparesCost.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearTwo.SubtotalSparesCost.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.CurrentYear.SubtotalSparesCost.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.PriorYear.SubtotalSparesCost.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearOne.SubtotalSparesCost.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.Total.SubtotalSparesCost.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.BudgetYearOneOCO.SubtotalSparesCost.InitialSpares.P18Item.ItemExhibitList.record.partial.fields","value.MDAPCode.EndItem.EndItemList.EndItemBudgetActivity.InitialSpares.P18Item.ItemExhibitList.record.partial.fields",
"cafc18bb05fe53e84c3217cc52a2c2bc","2015","2014-12-15T20:56:12+00:00","1418676972","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","procurement-amended","2015","653.275","658.586","0.595","465.614","678.763","397.748","680.683","511.024","3580.674","45.41","Initial Spares/Repair Parts","F01500","22.206","27.033","0.000","11.104","30.099","5.977","0.09","11.104","96.509","0.000","F-15A/B/C/D Squadrons","","","","","","","","","","","","","",
"cafc18bb05fe53e84c3217cc52a2c2bc","2015","2014-12-15T20:56:12+00:00","1418676972","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","procurement-amended","2015","653.275","658.586","0.595","465.614","678.763","397.748","680.683","511.024","3580.674","45.41","Initial Spares/Repair Parts","F01500","15.125","30.765","0.000","9.795","31.017","13.904","20.984","9.795","121.59","0.000","F-15E Squadrons","","","","","","","","","","","","","",
"cafc18bb05fe53e84c3217cc52a2c2bc","2015","2014-12-15T20:56:12+00:00","1418676972","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","procurement-amended","2015","653.275","658.586","0.595","465.614","678.763","397.748","680.683","511.024","3580.674","45.41","Initial Spares/Repair Parts","F01600","2.48","1.279","0.000","0.09","0.495","0.161","4.491","0.09","8.996","0.000","F-16 Squadrons","","","","","","","","","","","","","",
"cafc18bb05fe53e84c3217cc52a2c2bc","2015","2014-12-15T20:56:12+00:00","1418676972","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","procurement-amended","2015","653.275","658.586","0.595","465.614","678.763","397.748","680.683","511.024","3580.674","45.41","Initial Spares/Repair Parts","F02200","9.667","16.517","0.000","3.233","9.348","0.057","11.874","3.233","50.696","0.000","F-22A Squadrons","","","","","","","","","","","","","265",
"cafc18bb05fe53e84c3217cc52a2c2bc","2015","2014-12-15T20:56:12+00:00","1418676972","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","procurement-amended","2015","653.275","658.586","0.595","465.614","678.763","397.748","680.683","511.024","3580.674","45.41","Initial Spares/Repair Parts","ATA000","380.165","278.552","0.000","236.418","270.431","89.05","163.151","236.418","1417.767","0.000","F-35 Squadrons","","","","","","","","","","","","","198",
"cafc18bb05fe53e84c3217cc52a2c2bc","2015","2014-12-15T20:56:12+00:00","1418676972","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","procurement-amended","2015","653.275","658.586","0.595","465.614","678.763","397.748","680.683","511.024","3580.674","45.41","Initial Spares/Repair Parts","OTHACF","0.212","0.27","0.000","0.13","0.322","0.177","1.302","0.13","2.413","0.000","Full Combat Mission Training","","","","","","","","","","","","","",
"cafc18bb05fe53e84c3217cc52a2c2bc","2015","2014-12-15T20:56:12+00:00","1418676972","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","procurement-amended","2015","653.275","658.586","0.595","465.614","678.763","397.748","680.683","511.024","3580.674","45.41","Initial Spares/Repair Parts","F01500","1.102","1.081","0.000","0.000","1.081","0.000","0.000","0.000","3.264","0.000","Fighter Tactical Data Link","","","","","","","","","","","","","",
"cafc18bb05fe53e84c3217cc52a2c2bc","2015","2014-12-15T20:56:12+00:00","1418676972","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","procurement-amended","2015","653.275","658.586","0.595","465.614","678.763","397.748","680.683","511.024","3580.674","45.41","Initial Spares/Repair Parts","H060MH","1.801","2.199","0.000","0.9","2.517","1.137","1.46","0.9","10.014","0.000","Combat Rescue and Recovery","","","","","","","","","","","","","",
"cafc18bb05fe53e84c3217cc52a2c2bc","2015","2014-12-15T20:56:12+00:00","1418676972","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","procurement-amended","2015","653.275","658.586","0.595","465.614","678.763","397.748","680.683","511.024","3580.674","45.41","Initial Spares/Repair Parts","C01000","0.000","0.001","0.000","8.412","0.996","6.86","4.516","8.412","20.785","0.000","KC-10s","","","","","","","","","","","","","",
"cafc18bb05fe53e84c3217cc52a2c2bc","2015","2014-12-15T20:56:12+00:00","1418676972","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","procurement-amended","2015","653.275","658.586","0.595","465.614","678.763","397.748","680.683","511.024","3580.674","45.41","Initial Spares/Repair Parts","C13500","8.153","10.001","0.000","4.181","11.629","5.39","20.627","13.381","69.181","9.2","KC-135S","","","","","","","","","","","","","",
"cafc18bb05fe53e84c3217cc52a2c2bc","2015","2014-12-15T20:56:12+00:00","1418676972","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","procurement-amended","2015","653.275","658.586","0.595","465.614","678.763","397.748","680.683","511.024","3580.674","45.41","Initial Spares/Repair Parts","OTHACF","1.232","1.208","0.000","5.54","3.726","0.000","0.000","5.54","11.706","0.000","MILSATCOM Terminals","","","","","","","","","","","","","",
"cafc18bb05fe53e84c3217cc52a2c2bc","2015","2014-12-15T20:56:12+00:00","1418676972","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","procurement-amended","2015","653.275","658.586","0.595","465.614","678.763","397.748","680.683","511.024","3580.674","45.41","Initial Spares/Repair Parts","PRDTA1","0.000","0.871","0.000","1.821","1.613","2.12","4.507","1.821","10.932","0.000","MQ-1 Predator A UAV","","","","","","","","","","","","","",
"cafc18bb05fe53e84c3217cc52a2c2bc","2015","2014-12-15T20:56:12+00:00","1418676972","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","procurement-amended","2015","653.275","658.586","0.595","465.614","678.763","397.748","680.683","511.024","3580.674","45.41","Initial Spares/Repair Parts","PRDTB1","79.768","137.441","0.000","38.629","129.863","30.711","99.507","38.629","515.919","0.000","MQ-9 UAV","","","","","","","","","","","","","424",
"cafc18bb05fe53e84c3217cc52a2c2bc","2015","2014-12-15T20:56:12+00:00","1418676972","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","procurement-amended","2015","653.275","658.586","0.595","465.614","678.763","397.748","680.683","511.024","3580.674","45.41","Initial Spares/Repair Parts","DARP01","49.407","48.632","0.000","57.119","54.016","28.28","41.047","57.119","278.501","0.000","Manned Reconnaissance Systems","","","","","","","","","","","","","",
"cafc18bb05fe53e84c3217cc52a2c2bc","2015","2014-12-15T20:56:12+00:00","1418676972","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","procurement-amended","2015","653.275","658.586","0.595","465.614","678.763","397.748","680.683","511.024","3580.674","45.41","Initial Spares/Repair Parts","HAEUAV","15.514","14.147","0.000","10.928","13.815","0.000","0.000","10.928","54.404","0.000","RQ-4 UAV","","","","","","","","","","","","","252",
"cafc18bb05fe53e84c3217cc52a2c2bc","2015","2014-12-15T20:56:12+00:00","1418676972","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","procurement-amended","2015","653.275","658.586","0.595","465.614","678.763","397.748","680.683","511.024","3580.674","45.41","Initial Spares/Repair Parts","11U200","0.000","0.679","0.000","0.000","1.009","5.71","8.545","0.000","15.943","0.000","Dragon U-2","","","","","","","","","","","","","",
