"id","timestamp.meta.partial.fields","timestamp_iso8601.meta.partial.fields","fiscal_year.meta.partial.fields","source.meta.partial.fields","catalog.meta.partial.fields","data_type.meta.partial.fields","classification.meta.partial.fields","resource.meta.partial.fields","source_filename.meta.partial.fields","type.meta.partial.fields","value.CostType.record.partial.fields","value.ProgramElementNumber.CodeBProgramElementList.record.partial.fields",
"6a12bb55062d515a983bf56e7f7e9b2a","1418710166","2014-12-16T06:09:26+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2014.xml","2014","AB","0603892C",
"5c29105ea61a283ce9180c258be6502a","1418710167","2014-12-16T06:09:27+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2014.xml","2014","AB","0603884C",
"5c29105ea61a283ce9180c258be6502a","1418710167","2014-12-16T06:09:27+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2014.xml","2014","AB","0603881C",
"026bfaa0ac598ce6c45982e4a6240146","1418710167","2014-12-16T06:09:27+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2014.xml","2014","AB","0603884C",
"12f200caa94710e6f2ecbef4e01ef995","1418709943","2014-12-16T06:05:43+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2014","AB","0207142F",
"29940784adc0d9ef647ce0cf39d2c01a","1418709944","2014-12-16T06:05:44+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2014","C","0401132F",
"d21e653c753dc70a36af86bb11902e96","1418709993","2014-12-16T06:06:33+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","C","0204154N",
"495b322933ac3fb971dc96dde61886b4","1418710014","2014-12-16T06:06:54+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Navy_PB_2014.xml","2014","AB","0204164N",
"495b322933ac3fb971dc96dde61886b4","1418710014","2014-12-16T06:06:54+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Navy_PB_2014.xml","2014","AB","0204161N",
"93db77a463d36bc1a9ac4e8d5a7576d9","1418710038","2014-12-16T06:07:18+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","AB","0603755N",
"93db77a463d36bc1a9ac4e8d5a7576d9","1418710038","2014-12-16T06:07:18+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","AB","0603658N",
"3e6717aba5bd697f618e129648e0dbbb","1418710060","2014-12-16T06:07:40+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Navy_PB_2014.xml","2014","AB","0708009N",
"80239ab23aaa1a24f9752478aefab673","1418710061","2014-12-16T06:07:41+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Navy_PB_2014.xml","2014","AB","0305192N",
"f17d032aa313fc674440d5f72c0770ad","1418710104","2014-12-16T06:08:24+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Army_PB_2014.xml","2014","AB","0604601A",
"c42f86c911c5495480fa9868fc7f8865","1418710101","2014-12-16T06:08:21+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Army_PB_2014.xml","2014","AB","0604854A",
"22ea2129b2a30f948e744bb1f6b723ed","1418710100","2014-12-16T06:08:20+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Army_PB_2014.xml","2014","AB","0603653A",
"b5ba5ec9d0deb5aeaa7f70a34f5343db","1418710103","2014-12-16T06:08:23+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Army_PB_2014.xml","2014","AB","0654804A",
"ca372f91005e0834f03828dd210eef35","1418710105","2014-12-16T06:08:25+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Army_PB_2014.xml","2014","AB","0604601A",
"4c88a19d3e36d7047cd302d2525ee9d2","1418710139","2014-12-16T06:08:59+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Army_PB_2014.xml","2014","AB","0203740A",
"261e35f70f1c21efcf63c7b88e95e89b","1418710154","2014-12-16T06:09:14+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Army_PB_2014.xml","2014","AB","0654715A",
"73e7800257593bbb540f75ece5807251","1418710173","2014-12-16T06:09:33+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","2014","AB","1160405BB",
"5b69f7400ca1222be13a0225e12c848b","1418710164","2014-12-16T06:09:24+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","2014","AB","0305103K",
"157d0ddacf37ca9d5f85280f4362e70e","1418709944","2014-12-16T06:05:44+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2014","AB","0207219F",
"db8056a346407b1b588046e07913dffa","1418709981","2014-12-16T06:06:21+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","AB","0207429F",
"2cff5ce6e75332587d6b5f696ed4bd97","1418710016","2014-12-16T06:06:56+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Navy_PB_2014.xml","2014","AB","0204162N",
"2cff5ce6e75332587d6b5f696ed4bd97","1418710016","2014-12-16T06:06:56+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Navy_PB_2014.xml","2014","AB","0204138M",
"9cb43071810151b9b2493f6f5ad85de2","1418709997","2014-12-16T06:06:37+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","AB","0605500N",
"ba35c0d616190a4b644c300f4cb1e3a5","1418710023","2014-12-16T06:07:03+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","AB","0708017N",
"d38cfa88f2eb7cc27e6abb2e6c08aef5","1418709948","2014-12-16T06:05:48+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2014","AB","0305220F",
"f14621a84b2b8bcf954ae6156f29fe99","1418709943","2014-12-16T06:05:43+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2014","C","0207142F",
"e79c962d8d312b139f2413db7bd0a603","1418709950","2014-12-16T06:05:50+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2014","AB","0101127F",
"820e5149954d8a0920c086ba8ba32d19","1418709948","2014-12-16T06:05:48+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2014","C","0305220F",
"d1a44a21d6e1d9c41e98c2f9c8413f51","1418709970","2014-12-16T06:06:10+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","AB","0207325F",
"1c5a975fd572c6f3f9407c84e145919f","1418709994","2014-12-16T06:06:34+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","AB","0204136N",
"f885b4573aa566e8c6ab8abef585be59","1418710059","2014-12-16T06:07:39+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Navy_PB_2014.xml","2014","AB","0708012N",
"dc23466df0a0d5b602123562c949368f","1418710106","2014-12-16T06:08:26+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Army_PB_2014.xml","2014","AB","0604601A",
"5e74320e26b4209a67e2a9ef3a84c2a9","1418710104","2014-12-16T06:08:24+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Army_PB_2014.xml","2014","AB","0604601A",
"b96e78c6729bc670a93f1646f6e8254b","1418710105","2014-12-16T06:08:25+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Army_PB_2014.xml","2014","AB","0604601A",
"67007c0f003222a5af10cd9a3439f6ec","1418710128","2014-12-16T06:08:48+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Army_PB_2014.xml","2014","AB","0303140A",
"b48a61487ff263a4992ebb6f5a63960b","1418710161","2014-12-16T06:09:21+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","2014","AB","0201182K",
