"id","fiscal_year.meta.partial.fields","timestamp_iso8601.meta.partial.fields","timestamp.meta.partial.fields","source.meta.partial.fields","data_type.meta.partial.fields","catalog.meta.partial.fields","classification.meta.partial.fields","source_filename.meta.partial.fields","resource.meta.partial.fields","type.meta.partial.fields","value.ProgramElementNumber.CodeBProgramElementList.record.partial.fields","value.Cost.PriorYearsDelta.record.partial.fields",
"22b62268da42d7c1766b64acbe0d2fb2","2016","2015-02-03T15:53:15+00:00","1422978795","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0401130F","",
"9b970921d59db24084a789269e7d6679","2016","2015-02-03T15:53:16+00:00","1422978796","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0804741F","",
"d4f4c73ad7281237b36480d2ec79c975","2016","2015-02-03T15:53:20+00:00","1422978800","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0303001F","",
"d4f4c73ad7281237b36480d2ec79c975","2016","2015-02-03T15:53:20+00:00","1422978800","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0303601F","",
"4b3bfc9edaa1a4ff371e57f2a10fe98b","2016","2015-02-03T15:53:26+00:00","1422978806","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207161F","",
"779ee3be18b8183342a00f43cac2af2d","2016","2015-02-03T15:53:28+00:00","1422978808","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0101122F","",
"779ee3be18b8183342a00f43cac2af2d","2016","2015-02-03T15:53:28+00:00","1422978808","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0101125F","",
"dfc09b269bd408f9646d1d75da8c02ff","2016","2015-02-03T15:53:38+00:00","1422978818","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207410F","",
"a36488bd4451970e858ab0aa494de2a5","2016","2015-02-03T15:53:39+00:00","1422978819","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207410F","",
"afb26a64601ee99028c60d984d91dbf1","2016","2015-02-03T15:53:41+00:00","1422978821","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0305110F","",
"28962b62576eefa811b94c691f174252","2016","2015-02-03T15:54:09+00:00","1422978849","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","0604601A","",
"f0b933c4e2253339f712d310cdcb6ce3","2016","2015-02-03T15:54:30+00:00","1422978870","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","0203740A","",
"1bacf729b534753d4911138361ce9caa","2016","2015-02-05T16:08:17+00:00","1423152497","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.xml","procurement-base","2016","0603892C","",
"1bacf729b534753d4911138361ce9caa","2016","2015-02-05T16:08:17+00:00","1423152497","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.xml","procurement-base","2016","0604881C","",
"099df5916b216e164c29b4d02ba2b9b7","2016","2015-02-11T02:08:34+00:00","1423620514","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","procurement-base","2016","0305103K","",
"770ddcb1c220dcb943867f675116c153","2016","2015-02-11T02:08:34+00:00","1423620514","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","procurement-base","2016","0303134K","",
"5e53b43c70d92baecd43d040322e9349","2016","2015-02-11T02:08:32+00:00","1423620512","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","procurement-base","2016","0303140K","",
"7c13b381407fbbc49300bd37f61951e5","2016","2015-02-11T02:08:42+00:00","1423620522","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2016.xml","procurement-base","2016","1160405BB","",
"d6d83f652451af087e8f827ee4163b0a","2016","2015-02-03T15:51:56+00:00","1422978716","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","0204164N","",
"d6d83f652451af087e8f827ee4163b0a","2016","2015-02-03T15:51:56+00:00","1422978716","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","0204161N","",
"d280515955eb0dbf28e7d3eceb63ad52","2016","2015-02-03T15:51:58+00:00","1422978718","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","0204162N","",
"d280515955eb0dbf28e7d3eceb63ad52","2016","2015-02-03T15:51:58+00:00","1422978718","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","0204138M","",
"b871b5bfd4da63dd9e123f4439728522","2016","2015-02-03T15:52:30+00:00","1422978750","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","procurement-base","2016","0204112N","",
"8a3e2b2c71c02986f44b2858d7d1d03f","2016","2015-02-03T15:52:43+00:00","1422978763","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","0305192N","",
"9224be6a32ce3608855865c155d4e69d","2016","2015-02-03T15:52:41+00:00","1422978761","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","0708012N","",
"eb2a2b70fb3bcb292da7a8b0716df7d4","2016","2015-02-03T15:52:35+00:00","1422978755","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","procurement-base","2016","0204228N","",
"eb2a2b70fb3bcb292da7a8b0716df7d4","2016","2015-02-03T15:52:35+00:00","1422978755","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","procurement-base","2016","0204225N","",
"eb2a2b70fb3bcb292da7a8b0716df7d4","2016","2015-02-03T15:52:35+00:00","1422978755","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","procurement-base","2016","0204221N","",
"757e9618ccb9d6f685500e71778b204c","2016","2015-02-03T15:52:49+00:00","1422978769","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","0204460M","",
"757e9618ccb9d6f685500e71778b204c","2016","2015-02-03T15:52:49+00:00","1422978769","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","0506313M","",
"b5486563b3e322e90d4f3e14474cf619","2016","2015-02-03T15:53:11+00:00","1422978791","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0101125F","",
"b5486563b3e322e90d4f3e14474cf619","2016","2015-02-03T15:53:11+00:00","1422978791","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0101127F","",
"1b8680b24984159f94cc6ac020406605","2016","2015-02-03T15:53:12+00:00","1422978792","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0401134F","",
"f4cd692b7e796f18c53c97ca419f51dd","2016","2015-02-03T15:53:05+00:00","1422978785","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207142F","",
"df7e4f1a6f19a6519e8835aa9e348ac7","2016","2015-02-03T15:53:14+00:00","1422978794","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0401119F","",
"8fe16485ecfc22d7073ab3eeb497e00e","2016","2015-02-03T15:53:14+00:00","1422978794","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0401119F","",
"1ee4878e21ebdcdef1d877d481da5531","2016","2015-02-03T15:53:15+00:00","1422978795","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0401314F","",
"42601edd1ef4d3e96cb711589d7a5b1b","2016","2015-02-03T15:53:15+00:00","1422978795","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0401314F","",
"46bb7cf58e348c9bb7682d6b049244ab","2016","2015-02-03T15:53:13+00:00","1422978793","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207133F","",
"46bb7cf58e348c9bb7682d6b049244ab","2016","2015-02-03T15:53:13+00:00","1422978793","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207445F","",
"46bb7cf58e348c9bb7682d6b049244ab","2016","2015-02-03T15:53:13+00:00","1422978793","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0809731F","",
"57ccf089eeba7923857771679780e4ce","2016","2015-02-03T15:53:21+00:00","1422978801","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207249F","",
"57ccf089eeba7923857771679780e4ce","2016","2015-02-03T15:53:21+00:00","1422978801","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207448F","",
"57ccf089eeba7923857771679780e4ce","2016","2015-02-03T15:53:21+00:00","1422978801","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207701F","",
"57ccf089eeba7923857771679780e4ce","2016","2015-02-03T15:53:21+00:00","1422978801","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0303001F","",
"57ccf089eeba7923857771679780e4ce","2016","2015-02-03T15:53:21+00:00","1422978801","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0303601F","",
"57ccf089eeba7923857771679780e4ce","2016","2015-02-03T15:53:21+00:00","1422978801","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0401897F","",
"1c8fcecf7a2a5ac5599ac0a45a9a7f87","2016","2015-02-03T15:53:17+00:00","1422978797","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0401219F","",
"383d5e661707add3cd8b089a1ff7da58","2016","2015-02-03T15:53:40+00:00","1422978820","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0303001F","",
"383d5e661707add3cd8b089a1ff7da58","2016","2015-02-03T15:53:40+00:00","1422978820","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0303601F","",
"b6660a39c7980290e1b5f4cabe67e087","2016","2015-02-03T15:53:42+00:00","1422978822","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0604421F","",
"f3003339c93e01b51692a78ad0e1c22d","2016","2015-02-03T15:54:03+00:00","1422978843","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","0603653A","",
"3fc2783781bddac3e1e976cc8057acb2","2016","2015-02-03T15:54:04+00:00","1422978844","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","0604854A","",
"e6a393297f5cf1cb6fe1d1ea08a5df65","2016","2015-02-03T15:54:10+00:00","1422978850","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","0604601A","",
"562456235c02dc31676cd82706d16eca","2016","2015-02-05T16:08:18+00:00","1423152498","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.xml","procurement-base","2016","0603881C","",
"562456235c02dc31676cd82706d16eca","2016","2015-02-05T16:08:18+00:00","1423152498","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.xml","procurement-base","2016","0603884C","",
"f101304771d4bac793d15cc81893e7b1","2016","2015-02-11T02:08:25+00:00","1423620505","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","0654715A","361.880",
"1bb089aab55e26dbab5698fffe074474","2016","2015-02-11T02:08:33+00:00","1423620513","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","procurement-base","2016","0303126K","",
"398d2d80592578c3ba468335dc65ebfc","2016","2015-02-11T02:08:32+00:00","1423620512","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","procurement-base","2016","0303610K","",
"d0c0f3b32b6e26b52542fa799c254f4d","2016","2015-02-03T15:51:41+00:00","1422978701","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","procurement-base","2016","0605500N","",
"5e5ad925b62ccf5412e80a7b5a10b4f0","2016","2015-02-03T15:52:05+00:00","1422978725","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","procurement-base","2016","0708017N","",
"f430e91a1fa5172723201a313c179245","2016","2015-02-03T15:53:08+00:00","1422978788","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0202834F","",
"46d1cdeca381c314564c10bbd776c7eb","2016","2015-02-03T15:53:20+00:00","1422978800","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0101235F","",
"7cd5148d009ddeef22549fd1879913fa","2016","2015-02-03T15:53:20+00:00","1422978800","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207224F","",
"488e05b26695cfc81d024a48352f53fe","2016","2015-02-03T15:53:16+00:00","1422978796","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0804740F","",
"da3b18d29923920d68cf0815292c55c1","2016","2015-02-03T15:53:19+00:00","1422978799","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0302015F","",
"5f9314608522a340923bb7d587a97c0a","2016","2015-02-03T15:53:16+00:00","1422978796","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0305202F","",
"8b7a21dc44e8ad9f403625841661e2fe","2016","2015-02-03T15:53:17+00:00","1422978797","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0401314F","",
"350b08d86e6f8db09e47d2f153c9fc31","2016","2015-02-03T15:53:10+00:00","1422978790","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207442F","",
"ae26422496874b93126f4ae18520cacf","2016","2015-02-03T15:53:13+00:00","1422978793","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207131F","",
"ea122a0cc61db8d4d64598c322d2c0a3","2016","2015-02-03T15:53:28+00:00","1422978808","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0101213F","",
"ea122a0cc61db8d4d64598c322d2c0a3","2016","2015-02-03T15:53:28+00:00","1422978808","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0604851F","",
"ea122a0cc61db8d4d64598c322d2c0a3","2016","2015-02-03T15:53:28+00:00","1422978808","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0604933F","",
"95d1569f95a4a177afda302e08c7aabe","2016","2015-02-03T15:53:34+00:00","1422978814","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0305179F","",
"db42703e2cd8840fa831abbf470034c4","2016","2015-02-03T15:53:41+00:00","1422978821","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0305182F","",
"c81f44274c339ff979501a8f8c125377","2016","2015-02-03T15:54:07+00:00","1422978847","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","0604601A","",
"f198c762d1ea62c888236446cb238894","2016","2015-02-05T16:08:18+00:00","1423152498","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.xml","procurement-base","2016","0603892C","",
"f198c762d1ea62c888236446cb238894","2016","2015-02-05T16:08:18+00:00","1423152498","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.xml","procurement-base","2016","0604880C","",
"f198c762d1ea62c888236446cb238894","2016","2015-02-05T16:08:18+00:00","1423152498","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.xml","procurement-base","2016","0604881C","",
"89e9126b32c1f7848f18e9be1e5ab823","2016","2015-02-11T02:08:33+00:00","1423620513","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","procurement-base","2016","0303170K","",
"831b98cef99269017f155591fd75d2b8","2016","2015-02-11T02:08:34+00:00","1423620514","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","procurement-base","2016","0303122K","",
"12a784a7e0dfebc44c9295028c9ab969","2016","2015-02-11T02:08:35+00:00","1423620515","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","procurement-base","2016","0303228K","",
"d8110114d575a3232ecb7118d35da232","2016","2015-02-03T15:51:39+00:00","1422978699","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","procurement-base","2016","0204146N","",
"191576f0ea4d58b81e9991a8eb4d7c38","2016","2015-02-03T15:51:39+00:00","1422978699","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","procurement-base","2016","0204146M","",
"c76acb878013b8a8db8abe539a18151b","2016","2015-02-03T15:51:38+00:00","1422978698","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","procurement-base","2016","0204154N","",
"889b4b8f907b0d44b6a144962456093e","2016","2015-02-03T15:52:30+00:00","1422978750","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","procurement-base","2016","0204112N","",
"e0635f421b105fab8fe0d01e27115ce1","2016","2015-02-03T15:52:53+00:00","1422978773","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Navy_PB_2016.xml","procurement-base","2016","0605812M","",
"42ba37f713fb1e7d7ef2c60a76157006","2016","2015-02-03T15:53:14+00:00","1422978794","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207142F","",
"4cfb41c8b1623b2a6c241d012c3e0aca","2016","2015-02-03T15:53:22+00:00","1422978802","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0401318F","",
"36bca0d59a8208367ea7ed5109ea5ad9","2016","2015-02-03T15:53:13+00:00","1422978793","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207130F","",
"36bca0d59a8208367ea7ed5109ea5ad9","2016","2015-02-03T15:53:13+00:00","1422978793","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207134F","",
"36bca0d59a8208367ea7ed5109ea5ad9","2016","2015-02-03T15:53:13+00:00","1422978793","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207171F","",
"62d9f8dc8dbcfd208b2c8d8e688843ae","2016","2015-02-03T15:53:21+00:00","1422978801","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0305220F","",
