"id","value.Description.record.partial.fields","value.BudgetYear.record.partial.fields","value.ServiceAgencyName.record.partial.fields","value.LineItemTitle.record.partial.fields","@totalCostUnits.record.partial.fields","value.LineItemNumber.record.partial.fields","value.P1LineNumber.record.partial.fields","@unitCostUnits.record.partial.fields","@quantityUnitName.record.partial.fields","value.Justification.record.partial.fields","value.ProgramElementNumber.OtherRelatedProgramElementList.record.partial.fields","@quantityUnits.record.partial.fields","value.AppropriationTitle.record.partial.fields","value.BudgetSubActivityTitle.record.partial.fields","value.AppropriationNumber.record.partial.fields","value.CostType.record.partial.fields","value.BudgetActivityNumber.record.partial.fields","value.BudgetSubActivityNumber.record.partial.fields","value.SubmissionDate.record.partial.fields","value.BudgetCycle.record.partial.fields","value.BudgetActivityTitle.record.partial.fields","timestamp.meta.partial.fields","timestamp_iso8601.meta.partial.fields","fiscal_year.meta.partial.fields","source.meta.partial.fields","catalog.meta.partial.fields","data_type.meta.partial.fields","classification.meta.partial.fields","resource.meta.partial.fields","source_filename.meta.partial.fields","type.meta.partial.fields","value.Code.record.partial.fields","value.Name.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.CurrentYear.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.PriorYear.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.PriorYear.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearFour.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearThree.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearFive.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearOneBase.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearTwo.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearOne.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearOneBase.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.CurrentYear.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearTwo.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearOne.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearFour.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearThree.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearFive.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","@manufacturerRateUnits.record.partial.fields","value.MDAPCode.record.partial.fields","value.TotalCost.AllPriorYears.Cost.Component.ComponentList.ComponentSplit.record.partial.fields",
"f2eb37d74c29aee8b37b279136bca968","The Large Aircraft Infrared Countermeasures (LAIRCM) system provides a significantly improved defensive capability for the Department of Defense to counter the proliferating infrared (IR) man-portable air defense systems (MANPADS) missile threats.  This system is fully automatic following power-up and consists of group A aircraft modification kits and group B equipment.  The LAIRCM system [AN/AQQ-24(V)] consists of Missile Warning Sensors (MWS) Guardian Laser Transmitter Assemblies (GLTA)/Small Laser Transmitter Assemblies (SLTA) a colorless eye-safe multiband laser Control Indicator Unit (CIU) a system processor to detect track and counter incoming IR missiles and repeaters as needed by the platform.Enhancements and retrofits to the current configuration were planned for purchase and installation in FY08 and beyond.  These enhancements include retrofits of the SLTA to a smaller lighter GLTA. In addition the current AAR-54 sensor will be replaced by a more effective infrared (IR) Next Generation Missile Warning Sensor (NexGen MWS). The processor and CIU are also slated to be replaced with updated versions that address Diminishing Manufacturing Sources (DMS) and improve reliability.	The LAIRCM production modification funds individual platforms via their P-1 line items through FY12 (P-1 lines: C-130J #65; C-17 #48; C-5 #43; C-130 #63; and HC/MC-130 Recap #75).  The production modification funding continues in FY13 via the LAIRCM P-1 line item (#35).  This change consolidates all Air Force LAIRCM production funding under a single P-1 line item and facilitates improved financial reporting and flexibility in meeting warfighter requirements.  However each individual platform program office retains program management requirements generation and reporting responsibilities for their LAIRCM modification programs.Funding for this exhibit contained in PE 0401134F.The total $168.6M in FY13 funding is comprised of $139.8M OCO and $28.8M in baseline.","2014","Air Force","Large Aircraft Infrared Countermeasures","Millions","LAIRCM","32","Millions","Each","Where applicable justification for individual modifications is provided in the P-3A exhibits.","0401134F","Each","Aircraft Procurement Air Force","Strategic Aircraft","3010F","AB","5","1","2013-04","PB","Modification of Inservice Aircraft","1418709955","2014-12-16T06:05:55+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","A","Air Force Reserve","3.875","","","","","","","","","","","","","","","","","","",
"12f200caa94710e6f2ecbef4e01ef995","The F-35 Joint Strike Fighter program will develop and field a family of aircraft that meets the needs of the United States and its international partners.  Specifically the Joint Strike Fighter (JSF) will meet the USAF Conventional Take Off and Landing (CTOL) requirements with the F-35A variant the Department of Navy (DoN) Short Take-Off and Vertical Landing (STOVL) requirements with the F-35B variant and DoN Carrier Variant (CV) requirements with the F-35C variant.  Commonality among the three variants is expected to reduce life cycle costs.  This is a joint program with no executive service.  Service Acquisition Executive (SAE) authority alternates between the DoN and the Department of the Air Force (DAF) and currently resides with the Navy.  The F-35 is the next generation strike fighter which entails increased aero performance stealth signature and countermeasures.  Its advanced avionics data links and adverse weather precision targeting incorporate the latest technology available.  The highly supportable affordable state-of-the-art aircraft commands and maintains global air superiority.  The production cost and quantities are interdependent due to one manufacturer for the program.  USAF regular procurement commenced in FY07 with Long-Lead in FY06; USMC procurement began in FY08 with Long-Lead in FY07; and USN procurement began in FY10 with Long-Lead in FY09.This program has associated Research Development Test and Evaluation (RDT&E) funding in PEs 0604800F and 0207142F.Flyaway unit cost includes recurring flyaway non-recurring flyaway and ancillary equipment.","2014","Air Force","F-35","Millions","ATA000","1","Millions","Each","USAF procurement in FY 2014 provides funding for 19 aircraft with associated support and advance procurement for 30 aircraft in FY 2015.","0604800F","Each","Aircraft Procurement Air Force","Tactical Forces","3010F","AB","1","3","2013-04","PB","Combat Aircraft","1418709943","2014-12-16T06:05:43+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2014","B","","","","","","","","","","","","","","","","","","","198","",
"3219078f0ee81cbd23594de952b67f3a","The AC-130 Recapitalization will replace and augment the aging USAF fleet of AC-130H Gunship aircraft which are experiencing airworthiness maintainability and operational limitations.  A common baseline aircraft configuration is being provided for the MC-130 Recap the HC-130 Recap and new AC-130 Recap programs.  The USAF will procure and provide aircraft to USSOCOM along with initial spares and support for conversion into Gunships with Precision Strike Package (PSP) kits.Program funding includes Diminishing Manufacturing Sources.The AC-130 Recap program also has USSOCOM funds to procure SOF-peculiar modifications to the common configured aircraft purchased by the USAF.Funding for this exhibit is contained in PE 0207237F.Congress added $120M of FY12 AP to fund long lead items for 12 FY13 C-130J variants ($10M per aircraft). However the USAF only budgeted for 7 FY13 special mission C-130Js.  $70M of FY12 AP was distributed and put on contract for these aircraft including $20M for AC-130Js.  $50M of FY12 AP remains in the C-130J program.","2014","Air Force","AC-130J","Millions","C130JA","22(26)","Millions","Each","","0605278F","Each","","Other Aircraft","","","","","2013-04","PB","Other Aircraft","","","","","","","","","","","A","","","","","","","","","","","","","","","","","","","257","",
"3219078f0ee81cbd23594de952b67f3a","The AC-130 Recapitalization will replace and augment the aging USAF fleet of AC-130H Gunship aircraft which are experiencing airworthiness maintainability and operational limitations.  A common baseline aircraft configuration is being provided for the MC-130 Recap the HC-130 Recap and new AC-130 Recap programs.  The USAF will procure and provide aircraft to USSOCOM along with initial spares and support for conversion into Gunships with Precision Strike Package (PSP) kits.Program funding includes Diminishing Manufacturing Sources.The AC-130 Recap program also has USSOCOM funds to procure SOF-peculiar modifications to the common configured aircraft purchased by the USAF.Funding for this exhibit is contained in PE 0207237F.Congress added $120M of FY12 AP to fund long lead items for 12 FY13 C-130J variants ($10M per aircraft). However the USAF only budgeted for 7 FY13 special mission C-130Js.  $70M of FY12 AP was distributed and put on contract for these aircraft including $20M for AC-130Js.  $50M of FY12 AP remains in the C-130J program.","2014","Air Force","AC-130J","Millions","C130JA","22(26)","Millions","Each","","0207224F","Each","","Other Aircraft","","","","","2013-04","PB","Other Aircraft","","","","","","","","","","","A","","","","","","","","","","","","","","","","","","","257","",
"3219078f0ee81cbd23594de952b67f3a","The AC-130 Recapitalization will replace and augment the aging USAF fleet of AC-130H Gunship aircraft which are experiencing airworthiness maintainability and operational limitations.  A common baseline aircraft configuration is being provided for the MC-130 Recap the HC-130 Recap and new AC-130 Recap programs.  The USAF will procure and provide aircraft to USSOCOM along with initial spares and support for conversion into Gunships with Precision Strike Package (PSP) kits.Program funding includes Diminishing Manufacturing Sources.The AC-130 Recap program also has USSOCOM funds to procure SOF-peculiar modifications to the common configured aircraft purchased by the USAF.Funding for this exhibit is contained in PE 0207237F.Congress added $120M of FY12 AP to fund long lead items for 12 FY13 C-130J variants ($10M per aircraft). However the USAF only budgeted for 7 FY13 special mission C-130Js.  $70M of FY12 AP was distributed and put on contract for these aircraft including $20M for AC-130Js.  $50M of FY12 AP remains in the C-130J program.","2014","Air Force","AC-130J","Millions","C130JA","22(26)","Millions","Each","","0207230F","Each","","Other Aircraft","","","","","2013-04","PB","Other Aircraft","","","","","","","","","","","A","","","","","","","","","","","","","","","","","","","257","",
"3219078f0ee81cbd23594de952b67f3a","The AC-130 Recapitalization will replace and augment the aging USAF fleet of AC-130H Gunship aircraft which are experiencing airworthiness maintainability and operational limitations.  A common baseline aircraft configuration is being provided for the MC-130 Recap the HC-130 Recap and new AC-130 Recap programs.  The USAF will procure and provide aircraft to USSOCOM along with initial spares and support for conversion into Gunships with Precision Strike Package (PSP) kits.Program funding includes Diminishing Manufacturing Sources.The AC-130 Recap program also has USSOCOM funds to procure SOF-peculiar modifications to the common configured aircraft purchased by the USAF.Funding for this exhibit is contained in PE 0207237F.Congress added $120M of FY12 AP to fund long lead items for 12 FY13 C-130J variants ($10M per aircraft). However the USAF only budgeted for 7 FY13 special mission C-130Js.  $70M of FY12 AP was distributed and put on contract for these aircraft including $20M for AC-130Js.  $50M of FY12 AP remains in the C-130J program.","2014","Air Force","AC-130J","Millions","C130JA","22(26)","Millions","Each","The FY14 budget supports a five-year 79 aircraft multiyear procurement (MYP).  The MYP inclues 72 USAF aircraft (29 C-130J 25 MC-130J 13 HC-130J 5 AC-130J) and 7 USMC KC-130J aircraft.  The contract will have an option for 5 USCG HC-130J aircraft.The FY 2014 budget supports the production of 5 AC-130Js.  In addition the budget provides for logistics support and program management support.","0401132F","Each","Aircraft Procurement Air Force","Other Aircraft","3010F","AB","4","5","2013-04","PB","Other Aircraft","1418709948","2014-12-16T06:05:48+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2014","A","","","","","","","","","","","","","","","","","","","257","",
"745e66f0925142b0e130f8cfe830545d","The last year of funding for Common Vertical Lift Support Platform (CVLSP) program was FY12.  Funding in the FYDP was deleted as a result of program termination in FY13.  Due to system requirements the subsequent budget exhibits contain information reflecting procurements in FY12.  However the Air Force does not intend to procure these aircraft.  Funding for this exhibit is contained in PE 0604263F.This program has prior year Research Development Test and Evaluation Air Force (RDT&E AF) funding in PE 0604263F.","2014","Air Force","Common Vertical Lift Support Platform (CVLSP)","Millions","HCX000","14","Millions","Each","No FY14 funding requested.","0604263F","Each","Aircraft Procurement Air Force","Helicopters","3010F","AB","4","1","2013-04","PB","Other Aircraft","1418709946","2014-12-16T06:05:46+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2014","A","","","","","","","","","","","","","","","","","","","434","",
"d81f2c39442272308febc9ee41a436f4","FY13 funding totals include $46.8M requested for Overseas Contingency Operations.The CIA established the Senior Year Program in 1955.  The program has evolved to include the airframes engines sensors cameras recorders data links life support systems test facilities and equipment.  The U-2S model airframes were constructed in the late 1980s with the last aircraft rolling off the assembly line in 1989.  The U-2S provides global reconnaissance signals intelligence (SIGINT) and geospatial intelligence (GEOINT) 24 hours a day seven days a week in support of national and DoD worldwide missions.  The U-2 is currently deployed to forward operating locations (FOL) around the world.  Modifications to the aircraft are required to ensure continued operations. The current U-2 inventory includes 27 operational/mission capable aircraft and five (5) trainer aircraft.This program has associated Research Development Test and Evaluation funding in PE 0305202F.","2014","Air Force","U-2 Mods","Millions","00U200","51(52)","Millions","Each","Where applicable justification for individual modifications is provided in the P-3A exhibits.","0305202F","Each","Aircraft Procurement Air Force","Other Aircraft","3010F","AB","5","5","2013-04","PB","Modification of Inservice Aircraft","1418709960","2014-12-16T06:06:00+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","A","Air Force Active","91.277","0.000","","43.9","20.233","52.835","45.591","61.12","45.591","","","","","","","","","","",
"66fe2d11563561159d54f6339313c817","This line item funds modifications for the fleet of 59 KC-10 aircraft with a projected service life of 2045. On average the aircraft are 28 years old with 32 service years remaining. The three engine KC-10 serves a dual role by providing both air refueling and strategic airlift support.  The aircraft provides air refueling by using both the boom and the drogue methods and can carry up to 27 standard 463-L pallets. The primary modifications are Communications Navigation Surveillance/Air Traffic Management (CNS/ATM) and Service Bulletins (SBs) that address obsolescence issues provide worldwide civil airspace accessibility and incorporate aging aircraft and FAA certification requirements.Funding for this exhibit contained in PEs 0401219F and 0401897F.","2014","Air Force","KC-10A (ATCA)","Millions","C01000","53","Millions","Each","","0401219F","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air Force Active","46.921","9.82","","4.7","8.467","4.785","70.918","34.656","70.918","","","","","","","","","","19.58",
"66fe2d11563561159d54f6339313c817","This line item funds modifications for the fleet of 59 KC-10 aircraft with a projected service life of 2045. On average the aircraft are 28 years old with 32 service years remaining. The three engine KC-10 serves a dual role by providing both air refueling and strategic airlift support.  The aircraft provides air refueling by using both the boom and the drogue methods and can carry up to 27 standard 463-L pallets. The primary modifications are Communications Navigation Surveillance/Air Traffic Management (CNS/ATM) and Service Bulletins (SBs) that address obsolescence issues provide worldwide civil airspace accessibility and incorporate aging aircraft and FAA certification requirements.Funding for this exhibit contained in PEs 0401219F and 0401897F.","2014","Air Force","KC-10A (ATCA)","Millions","C01000","53","Millions","Each","Where applicable justification for individual modifications is provided in the P-3A exhibits.","0401897F","Each","Aircraft Procurement Air Force","Other Aircraft","3010F","AB","5","5","2013-04","PB","Modification of Inservice Aircraft","1418709960","2014-12-16T06:06:00+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","A","Air Force Active","46.921","9.82","","4.7","8.467","4.785","70.918","34.656","70.918","","","","","","","","","","19.58",
"07bc63fa1400112398b0ddc4bb448379","This line item funds modifications to the HH-60G helicopter. The HH-60G currently supports the Air Force's core function of Personnel Recovery.  The primary mission of the HH-60G is to conduct day / night / marginal weather Combat Search and Rescue (CSAR) in order to recover downed aircrew or other isolated personnel in hostile or permissive environments.  Other mission areas include casualty evacuation (CASEVAC) medical evacuation (MEDEVAC) non-combatant evacuation operations civil search and rescue international aid disaster humanitarian relief and insertion/extraction of combat forces.  There are currently 99 of the original 112 HH-60G remaining.The modification efforts budgeted in FY14 provide predictive maintenance analysis safety/survivability upgrades mission avionics upgrades operational loss replacement mission modifications and addresses obsolescence issues.  Installation schedules will be based on aircraft availability and operations tempo.Funding for this exhibit contained in PE 0207224F.","2014","Air Force","H-60","","H06000","","","Each","","","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air Force Active","22.145","110.981","","13.351","25.771","10.734","23.09","64.998","23.09","","","","","","","","","","339.559",
"07bc63fa1400112398b0ddc4bb448379","This line item funds modifications to the HH-60G helicopter. The HH-60G currently supports the Air Force's core function of Personnel Recovery.  The primary mission of the HH-60G is to conduct day / night / marginal weather Combat Search and Rescue (CSAR) in order to recover downed aircrew or other isolated personnel in hostile or permissive environments.  Other mission areas include casualty evacuation (CASEVAC) medical evacuation (MEDEVAC) non-combatant evacuation operations civil search and rescue international aid disaster humanitarian relief and insertion/extraction of combat forces.  There are currently 99 of the original 112 HH-60G remaining.The modification efforts budgeted in FY14 provide predictive maintenance analysis safety/survivability upgrades mission avionics upgrades operational loss replacement mission modifications and addresses obsolescence issues.  Installation schedules will be based on aircraft availability and operations tempo.Funding for this exhibit contained in PE 0207224F.","2014","Air Force","H-60","","H06000","","","Each","","","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air National Guard","2.156","17.092","","0.325","7.828","0.545","2.883","4.154","2.883","","","","","","","","","","47.811",
"07bc63fa1400112398b0ddc4bb448379","This line item funds modifications to the HH-60G helicopter. The HH-60G currently supports the Air Force's core function of Personnel Recovery.  The primary mission of the HH-60G is to conduct day / night / marginal weather Combat Search and Rescue (CSAR) in order to recover downed aircrew or other isolated personnel in hostile or permissive environments.  Other mission areas include casualty evacuation (CASEVAC) medical evacuation (MEDEVAC) non-combatant evacuation operations civil search and rescue international aid disaster humanitarian relief and insertion/extraction of combat forces.  There are currently 99 of the original 112 HH-60G remaining.The modification efforts budgeted in FY14 provide predictive maintenance analysis safety/survivability upgrades mission avionics upgrades operational loss replacement mission modifications and addresses obsolescence issues.  Installation schedules will be based on aircraft availability and operations tempo.Funding for this exhibit contained in PE 0207224F.","2014","Air Force","H-60","Millions","H06000","69","Millions","Each","Where applicable justification for individual modifications is provided in the P-3A exhibits.","0207224F","Each","Aircraft Procurement Air Force","Other Aircraft","3010F","AB","5","5","2013-04","PB","Modification of Inservice Aircraft","1418709965","2014-12-16T06:06:05+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","A","Air Force Reserve","1.926","15.098","","0.342","4.785","0.447","1.681","4.52","1.681","","","","","","","","","","32.731",
"b3f6eb227cc1932acfacb1a969535df0","FY 2012 funding totals include $15.0M appropriated for Overseas Contingency Operations. (ATP Program)This line item funds multiple modifications that apply to weapon systems funded at less than $2 million per year as well as weapon systems with much greater budgets.  The overall goal of the modifications budgeted in FY13 is to enhance capability and improve reliability and maintainability.  A major modification budgeted in FY13 is The Family of Advanced Beyond Line-of-Sight Terminals (FAB-T) Increment 1 program that will provide Extremely High Frequency (EHF) voice and data military satellite communications (MILSATCOM) for nuclear and conventional forces as well as airborne and ground command posts with connectivity to MILSTAR  and Advanced EHF satellites. Other modifications budgeted and programmed are listed shown below.","2014","Air Force","Other Aircraft","","OTHACF","","","Each","","","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air Force Active","17.84","79.779","","16.032","29.997","15.301","6.894","44.069","6.894","","","","","","","","","199385554","102.08",
"b3f6eb227cc1932acfacb1a969535df0","FY 2012 funding totals include $15.0M appropriated for Overseas Contingency Operations. (ATP Program)This line item funds multiple modifications that apply to weapon systems funded at less than $2 million per year as well as weapon systems with much greater budgets.  The overall goal of the modifications budgeted in FY13 is to enhance capability and improve reliability and maintainability.  A major modification budgeted in FY13 is The Family of Advanced Beyond Line-of-Sight Terminals (FAB-T) Increment 1 program that will provide Extremely High Frequency (EHF) voice and data military satellite communications (MILSATCOM) for nuclear and conventional forces as well as airborne and ground command posts with connectivity to MILSTAR  and Advanced EHF satellites. Other modifications budgeted and programmed are listed shown below.","2014","Air Force","Other Aircraft","Millions","OTHACF","72","Millions","Each","","0207448F","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air National Guard","0.992","3.303","","","","","0.054","","0.054","","","","","","","","","199385554","",
"b3f6eb227cc1932acfacb1a969535df0","FY 2012 funding totals include $15.0M appropriated for Overseas Contingency Operations. (ATP Program)This line item funds multiple modifications that apply to weapon systems funded at less than $2 million per year as well as weapon systems with much greater budgets.  The overall goal of the modifications budgeted in FY13 is to enhance capability and improve reliability and maintainability.  A major modification budgeted in FY13 is The Family of Advanced Beyond Line-of-Sight Terminals (FAB-T) Increment 1 program that will provide Extremely High Frequency (EHF) voice and data military satellite communications (MILSATCOM) for nuclear and conventional forces as well as airborne and ground command posts with connectivity to MILSTAR  and Advanced EHF satellites. Other modifications budgeted and programmed are listed shown below.","2014","Air Force","Other Aircraft","Millions","OTHACF","72","Millions","Each","","0207434F","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air National Guard","0.992","3.303","","","","","0.054","","0.054","","","","","","","","","199385554","",
"b3f6eb227cc1932acfacb1a969535df0","FY 2012 funding totals include $15.0M appropriated for Overseas Contingency Operations. (ATP Program)This line item funds multiple modifications that apply to weapon systems funded at less than $2 million per year as well as weapon systems with much greater budgets.  The overall goal of the modifications budgeted in FY13 is to enhance capability and improve reliability and maintainability.  A major modification budgeted in FY13 is The Family of Advanced Beyond Line-of-Sight Terminals (FAB-T) Increment 1 program that will provide Extremely High Frequency (EHF) voice and data military satellite communications (MILSATCOM) for nuclear and conventional forces as well as airborne and ground command posts with connectivity to MILSTAR  and Advanced EHF satellites. Other modifications budgeted and programmed are listed shown below.","2014","Air Force","Other Aircraft","Millions","OTHACF","72","Millions","Each","","0303601F","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air National Guard","0.992","3.303","","","","","0.054","","0.054","","","","","","","","","199385554","",
"b3f6eb227cc1932acfacb1a969535df0","FY 2012 funding totals include $15.0M appropriated for Overseas Contingency Operations. (ATP Program)This line item funds multiple modifications that apply to weapon systems funded at less than $2 million per year as well as weapon systems with much greater budgets.  The overall goal of the modifications budgeted in FY13 is to enhance capability and improve reliability and maintainability.  A major modification budgeted in FY13 is The Family of Advanced Beyond Line-of-Sight Terminals (FAB-T) Increment 1 program that will provide Extremely High Frequency (EHF) voice and data military satellite communications (MILSATCOM) for nuclear and conventional forces as well as airborne and ground command posts with connectivity to MILSTAR  and Advanced EHF satellites. Other modifications budgeted and programmed are listed shown below.","2014","Air Force","Other Aircraft","Millions","OTHACF","72","Millions","Each","","0207161F","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air National Guard","0.992","3.303","","","","","0.054","","0.054","","","","","","","","","199385554","",
"b3f6eb227cc1932acfacb1a969535df0","FY 2012 funding totals include $15.0M appropriated for Overseas Contingency Operations. (ATP Program)This line item funds multiple modifications that apply to weapon systems funded at less than $2 million per year as well as weapon systems with much greater budgets.  The overall goal of the modifications budgeted in FY13 is to enhance capability and improve reliability and maintainability.  A major modification budgeted in FY13 is The Family of Advanced Beyond Line-of-Sight Terminals (FAB-T) Increment 1 program that will provide Extremely High Frequency (EHF) voice and data military satellite communications (MILSATCOM) for nuclear and conventional forces as well as airborne and ground command posts with connectivity to MILSTAR  and Advanced EHF satellites. Other modifications budgeted and programmed are listed shown below.","2014","Air Force","Other Aircraft","Millions","OTHACF","72","Millions","Each","","0207701F","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air National Guard","0.992","3.303","","","","","0.054","","0.054","","","","","","","","","199385554","",
"b3f6eb227cc1932acfacb1a969535df0","FY 2012 funding totals include $15.0M appropriated for Overseas Contingency Operations. (ATP Program)This line item funds multiple modifications that apply to weapon systems funded at less than $2 million per year as well as weapon systems with much greater budgets.  The overall goal of the modifications budgeted in FY13 is to enhance capability and improve reliability and maintainability.  A major modification budgeted in FY13 is The Family of Advanced Beyond Line-of-Sight Terminals (FAB-T) Increment 1 program that will provide Extremely High Frequency (EHF) voice and data military satellite communications (MILSATCOM) for nuclear and conventional forces as well as airborne and ground command posts with connectivity to MILSTAR  and Advanced EHF satellites. Other modifications budgeted and programmed are listed shown below.","2014","Air Force","Other Aircraft","Millions","OTHACF","72","Millions","Each","","0401897F","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air National Guard","0.992","3.303","","","","","0.054","","0.054","","","","","","","","","199385554","",
"b3f6eb227cc1932acfacb1a969535df0","FY 2012 funding totals include $15.0M appropriated for Overseas Contingency Operations. (ATP Program)This line item funds multiple modifications that apply to weapon systems funded at less than $2 million per year as well as weapon systems with much greater budgets.  The overall goal of the modifications budgeted in FY13 is to enhance capability and improve reliability and maintainability.  A major modification budgeted in FY13 is The Family of Advanced Beyond Line-of-Sight Terminals (FAB-T) Increment 1 program that will provide Extremely High Frequency (EHF) voice and data military satellite communications (MILSATCOM) for nuclear and conventional forces as well as airborne and ground command posts with connectivity to MILSTAR  and Advanced EHF satellites. Other modifications budgeted and programmed are listed shown below.","2014","Air Force","Other Aircraft","Millions","OTHACF","72","Millions","Each","","0207249F","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air National Guard","0.992","3.303","","","","","0.054","","0.054","","","","","","","","","199385554","",
"b3f6eb227cc1932acfacb1a969535df0","FY 2012 funding totals include $15.0M appropriated for Overseas Contingency Operations. (ATP Program)This line item funds multiple modifications that apply to weapon systems funded at less than $2 million per year as well as weapon systems with much greater budgets.  The overall goal of the modifications budgeted in FY13 is to enhance capability and improve reliability and maintainability.  A major modification budgeted in FY13 is The Family of Advanced Beyond Line-of-Sight Terminals (FAB-T) Increment 1 program that will provide Extremely High Frequency (EHF) voice and data military satellite communications (MILSATCOM) for nuclear and conventional forces as well as airborne and ground command posts with connectivity to MILSTAR  and Advanced EHF satellites. Other modifications budgeted and programmed are listed shown below.","2014","Air Force","Other Aircraft","Millions","OTHACF","72","Millions","Each","","0702207F","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air National Guard","0.992","3.303","","","","","0.054","","0.054","","","","","","","","","199385554","",
"b3f6eb227cc1932acfacb1a969535df0","FY 2012 funding totals include $15.0M appropriated for Overseas Contingency Operations. (ATP Program)This line item funds multiple modifications that apply to weapon systems funded at less than $2 million per year as well as weapon systems with much greater budgets.  The overall goal of the modifications budgeted in FY13 is to enhance capability and improve reliability and maintainability.  A major modification budgeted in FY13 is The Family of Advanced Beyond Line-of-Sight Terminals (FAB-T) Increment 1 program that will provide Extremely High Frequency (EHF) voice and data military satellite communications (MILSATCOM) for nuclear and conventional forces as well as airborne and ground command posts with connectivity to MILSTAR  and Advanced EHF satellites. Other modifications budgeted and programmed are listed shown below.","2014","Air Force","Other Aircraft","Millions","OTHACF","72","Millions","Each","","0207217F","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air National Guard","0.992","3.303","","","","","0.054","","0.054","","","","","","","","","199385554","",
