"id","fiscal_year.meta.partial.fields","timestamp_iso8601.meta.partial.fields","timestamp.meta.partial.fields","source.meta.partial.fields","data_type.meta.partial.fields","catalog.meta.partial.fields","classification.meta.partial.fields","source_filename.meta.partial.fields","resource.meta.partial.fields","type.meta.partial.fields","value.BudgetYear.record.partial.fields","value.LineItemTitle.record.partial.fields","value.LineItemNumber.record.partial.fields","value.Code.record.partial.fields","@quantityUnitName.record.partial.fields","@quantityUnits.record.partial.fields","value.BudgetSubActivityTitle.record.partial.fields","value.BudgetActivityTitle.record.partial.fields","value.BudgetCycle.record.partial.fields","value.SubmissionDate.record.partial.fields","value.Description.record.partial.fields","value.ServiceAgencyName.record.partial.fields","@totalCostUnits.record.partial.fields","@unitCostUnits.record.partial.fields","value.ProgramElementNumber.OtherRelatedProgramElementList.record.partial.fields","value.Justification.record.partial.fields","value.AppropriationTitle.record.partial.fields","value.AppropriationNumber.record.partial.fields","value.CostType.record.partial.fields","value.BudgetActivityNumber.record.partial.fields","value.BudgetSubActivityNumber.record.partial.fields","value.P1LineItemNumber.record.partial.fields","value.TotalCost.BudgetYearFour.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearFour.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearTwo.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearTwo.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearThree.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearThree.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearFive.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearFive.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearOne.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearOne.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearOneBase.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearOneBase.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Name.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.PriorYear.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.PriorYear.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.CurrentYear.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.CurrentYear.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearOneOCO.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearOneOCO.Cost.Component.ComponentList.ComponentSplit.record.partial.fields",
"859ad74168893edc0262a9657d57c0f6","2013","2014-12-16T09:53:19+00:00","1418723599","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Navy_PB_2013.xml","procurement-base","2013","2013","RADIAC","2920","B","Each","Each","Other Shore Electronic Equipment","Communications & Electronics Equip","PB","2012-02","The Radiation Detection Indication and Computation (RADIAC) Program is responsible for providing radiation monitoring instruments that detect and measure ionizing radiation.  These instruments are used on all Navy Coast Guard and Military Sealift Command vessels and at every Navy shore installation in order to ensure the safety of personnel continuity of operations in radiological or nuclear contingencies and protection of the environment.[P40A / M2100 - Survey Meters]: Survey meters are portable equipment used to support operations involving radiactive material providing real-time information used to control personnel radiation exposure and to identify and control the spread of radioactivity.  When used to search for radioactive material they provide an extremely reliable method of identifying radioactive material while minimizing the risk to personnel conducting these operations.[P40A / M2200 - Dosimetry]: In accordance with 10CFR20 dosimetry is required to be worn by personnel who work with sources of radioactivity.  In the Navy this includes personnel in the Nuclear Propulsion Nuclear Weapons Medical and Radiological Affairs Support programs.  In these programs radiation exposure is measured by dosimetry and recorded in individual medical records for tracking purposes.  Dosimetry is also worn by personnel responding to casualties involving radioactivity to control their exposure within acceptable levels.[P40A / M2400 - Other RADIAC]: Supports instruments that are disparate in functionality and cannot be readily grouped into the other RADIAC Cost Codes.[P40A / M2500 - Air Sampling Systems]: Monitoring for airborne radioactivity is done to detect leaks from nuclear reactors or associated systems to ensure that radioactivity is not inadvertently released to the environment from these operations.[P40A / M2600 - Laboratory Test Equipment]: This Cost Code supports specialized equipment usually found in laboratories hospitals and research facilities.[P40A / M2830 - Production Engineering]: Labor cost of the Engineers Health Physicists Scientists and others who prepare the acquisitions.","Navy","Millions","Dollars","0603542N","","","","","","","","","","","","","","","","","","","","","","","","","","",
"859ad74168893edc0262a9657d57c0f6","2013","2014-12-16T09:53:19+00:00","1418723599","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Navy_PB_2013.xml","procurement-base","2013","2013","RADIAC","2920","B","Each","Each","Other Shore Electronic Equipment","Communications & Electronics Equip","PB","2012-02","The Radiation Detection Indication and Computation (RADIAC) Program is responsible for providing radiation monitoring instruments that detect and measure ionizing radiation.  These instruments are used on all Navy Coast Guard and Military Sealift Command vessels and at every Navy shore installation in order to ensure the safety of personnel continuity of operations in radiological or nuclear contingencies and protection of the environment.[P40A / M2100 - Survey Meters]: Survey meters are portable equipment used to support operations involving radiactive material providing real-time information used to control personnel radiation exposure and to identify and control the spread of radioactivity.  When used to search for radioactive material they provide an extremely reliable method of identifying radioactive material while minimizing the risk to personnel conducting these operations.[P40A / M2200 - Dosimetry]: In accordance with 10CFR20 dosimetry is required to be worn by personnel who work with sources of radioactivity.  In the Navy this includes personnel in the Nuclear Propulsion Nuclear Weapons Medical and Radiological Affairs Support programs.  In these programs radiation exposure is measured by dosimetry and recorded in individual medical records for tracking purposes.  Dosimetry is also worn by personnel responding to casualties involving radioactivity to control their exposure within acceptable levels.[P40A / M2400 - Other RADIAC]: Supports instruments that are disparate in functionality and cannot be readily grouped into the other RADIAC Cost Codes.[P40A / M2500 - Air Sampling Systems]: Monitoring for airborne radioactivity is done to detect leaks from nuclear reactors or associated systems to ensure that radioactivity is not inadvertently released to the environment from these operations.[P40A / M2600 - Laboratory Test Equipment]: This Cost Code supports specialized equipment usually found in laboratories hospitals and research facilities.[P40A / M2830 - Production Engineering]: Labor cost of the Engineers Health Physicists Scientists and others who prepare the acquisitions.","Navy","Millions","Dollars","0702856N","Title 10 of the Code of Federal Regulations Part 20 (10CFR20) requires RADIAC instruments be used to ensure the safety of personnel who work with or are exposed to radioactive materials in their work.  Additionally the Navy's mission requires personnel and ships to have the ability to operate in radiological environments and the ability to identify and interdict radiological Weapons of Mass Destruction (WMD).  Navy programs that require RADIAC instruments for Occupational Safety & Health (OSH) reasons under the provisions of 10CFR20 include Naval Nuclear Propulsion Nuclear Weapons Medical and Radiological Affairs Support.  Non-OSH programs include Radiological Defense Consequence Management Training Technical (RADIAC calibration shielding evaluation research etc.) and Radiological Search (maritime interdiction to locate or intercept WMD).","Other Procurement Navy","1810N","AB","2","10","73","","","","","","","","","","","","","","","","","","","",
"d6d83df90e8719504bcacefaa0d57abb","2013","2014-12-16T09:53:32+00:00","1418723612","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Navy_PB_2013.xml","procurement-base","2013","2013","Other Supply Support Equipment","7050","A","Each","Each","Supply Support Equipment","Supply Support Equipment","PB","2012-02","NAVY CASH PROGRAM - This program funds the procurement of the Navy CashTM system.  Navy CashTM is a teaming effort between the Naval Supply Systems Command (NAVSUP) U.S. Department of the Treasury (Treas FMS) Industry and the Fleet to replace the existing ATMs-at-Sea Program.  The program is essential to the Navy's Direct Deposit System.  Navy Cash improves the Quality of Life for Sailors and Marines on board ship by providing improved access to their financial accounts ashore and better service shipboard.  Navy Cash improves shipboard business practices by reducing the collecting counting recounting sorting moving and monitoring of paper currency and coins for retail location disbursing office and other functions that collect funds.  By providing a form of electronic banking Navy Cash provides fundamental support for other key initiatives in the Disbursing Office Ship's Store and Post Office and addresses optimal manning issues for retail and services operations on future ship classes.  This program is a direct improvement of fleet support.The Program enhances morale and productivity aboard ships as well as cost savings to afloat disbursing operations by eliminating payroll and check preparation costs.AUTOMATIC IDENTIFICATION TECHNOLOGY (AIT) - The Department of Defense (DoD) promulgated Radio Frequency Identification (RFID) Policy on 30 July 2004.  Current DoD RFID policy focuses on In-Transit Visibility (ITV) support of the Combatant Commanders (COCOMs) as the primary application of active RFID and DoD Supply Management applications for passive RFID.  This effort will ensure Fleet and component commands have deployable active RFID capability to support contingencies and DoD/Navy RFID policy.  Navy has invested in and taken action to support initial CENTCOM active RFID requirements.  These funds represent the Navy costs for the initial outfitting and life cycle costs to fully fund all currently identified COCOM ITV requirements.","Navy","Millions","Dollars","0708012N","","Other Procurement Navy","1810N","AB","6","1","137","","","","","","","","","","","","","","","","","","","",
"067c13209d71dd0703224a81c4223a64","2013","2014-12-16T09:54:08+00:00","1418723648","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","2013","Patriot Mods","C50700","","Each","Each","Modifications","Modification of Missiles","PB","2012-02","The Patriot weapon system modernization program implements modifications to the weapon system and maintains Integrated Logistics Support.  Required modifications are identified through various means including the following:  material changes identified in the Patriot Product Improvement Program (PIP); corrections identified in the field; obsolescence issues; emerging technologies; software improvements; crew interface and communication upgrades.","Army","Millions","Thousands","0214401A","FY 2013 Base funding in the amount of $199.565 million supports the modifications for Reliability Availability and Maintainability Modifications (RAM Mods) Battery Command Post/ Tactical Command System (BCP/TCS) Recapitalization and Patriot Modernization.Efforts will be made to expedite Patriot materiel solutions (e.g. Radar Digital Processor Communications Upgrades Radars on the Net) to both enhance capability and facilitate integration into the Integrated Air and Missile Defense (IAMD) architecture.","Missile Procurement Army","2032A","AB","3","10","11","328.959","","258.655","","234.737","","329.249","","199.565","","199.565","","Army Active","56.849","","66.925","","","",
"fffa999f7bf81ac80919b80268f1c362","2013","2014-12-16T09:54:07+00:00","1418723647","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","2013","MLRS Reduced Range Practice Rockets (RRPR)","","","","","","","","","The Multiple Launch Rocket System (MLRS) Low Cost Reduced Range Practice Rocket (LCRRPR) is the only live training rocket or missile for the U.S. Army Field Artillery rocket and missile units/crews.  In this capacity the MLRS LCRRPR meets a critical validated requirement for Active and Reserve High Mobility Artillery Rocket System (HIMARS) M270A1 and M270 launcher units to achieve and maintain combat readiness in Overseas Contingency Operations (OCO). HIMARS and M270A1 Battalions are organic and attached to modular Fires Brigades supporting Brigade Combat Teams (BCTs) Joint Expeditionary Force (JEF) and Joint Special Operations Force (JSOF) combatant commands.  The training rocket has an inert payload section with a blunt nose for inducing reduced range for use at multiple facilities both in the United States of America and other foreign countries.  LCRRPR Rockets are manufactured in Camden Arkansas.","Army","","","","","","","","","","","13.45","1548","10.861","1360","12.89","1548","8.322","1548","10.632","1270","10.632","1270","Army Active","7.994","1340","10.217","1332","","",
"fffa999f7bf81ac80919b80268f1c362","2013","2014-12-16T09:54:07+00:00","1418723647","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","2013","MLRS Reduced Range Practice Rockets (RRPR)","C65405","","Each","Each","Anti-Tank/Assault Missile Sys","Other Missiles","PB","2012-02","The Multiple Launch Rocket System (MLRS) Low Cost Reduced Range Practice Rocket (LCRRPR) is the only live training rocket or missile for the U.S. Army Field Artillery rocket and missile units/crews.  In this capacity the MLRS LCRRPR meets a critical validated requirement for Active and Reserve High Mobility Artillery Rocket System (HIMARS) M270A1 and M270 launcher units to achieve and maintain combat readiness in Overseas Contingency Operations (OCO). HIMARS and M270A1 Battalions are organic and attached to modular Fires Brigades supporting Brigade Combat Teams (BCTs) Joint Expeditionary Force (JEF) and Joint Special Operations Force (JSOF) combatant commands.  The training rocket has an inert payload section with a blunt nose for inducing reduced range for use at multiple facilities both in the United States of America and other foreign countries.  LCRRPR Rockets are manufactured in Camden Arkansas.","Army","Millions","Thousands","0210602A","FY2013 Base procurement dollars in the amount of $18.767 million support funding to procure 2430 LCRRPRs which are required to maintain the practice rocket inventory for Standards in Training Commission (STRC) requirements.","Missile Procurement Army","2032A","AB","2","30","9","8.484","1158","8.222","1052","8.677","1158","13.985","1140","8.135","1160","8.135","1160","Army National Guard","7.802","809","7.958","1038","","",
"823a6561d0bf9a0eccbc49bf7f01bcdb","2013","2014-12-16T09:54:11+00:00","1418723651","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","2013","FIST Vehicle (Mod)","GZ2300","A","Each","Each","Modification Of Tracked Combat Vehicles","Tracked Combat Vehicles","PB","2012-02","The Bradley Fire Support Team (BFIST) vehicle replaces the aging M981 Fire Support Vehicle used by the Fire Support Team (FIST) that is in the Combined Arms Battalion.  The FIST contributes to success on the battlefield by accurately locating and designating targets and then combining this information to develop and execute fire support plans.  The BFIST allows fire support operations to be performed on the battlefield in vehicles with the same signature survivability and mobility as the other Bradleys in the maneuver units it supports.  The BFIST consists of three variants; M7 M7 BFIST SA and A3 BFIST with FS3.  A3 BFIST: The A3 BFIST integrates a fire support Mission Equipment Package (MEP) with the technology and capability advancements of the baseline A3 Bradley digital architecture.  The A3 BFIST requires the integration of four complex and constantly changing major software packages; Forward Observer System (FOS) Force 21 Battle Command Brigade and Below (FBCB2) FIST MEP and the baseline A3 Bradley vehicle which are managed by four different primary contractor and government organizations. With the addition of the FS3 the FIST mission will now be able to detect recognize and identify targets at a greater range meeting the Operational Requirements Document (ORD). In addition the BFIST with FS3 will now be able to designate the selected target while under armor and with the greater distance both capabilities increase crew survivability. M7 BFIST: The M7 BFIST integrates a fire support Mission Equipment Package (MEP) onto the baseline Operation Desert Storm (ODS) Bradley vehicle.  The M7 BFIST requires the integration of four complex software packages; Forward Observer System (FOS) Force 21 Battle Command Brigade and Below (FBCB2) FIST MEP and the baseline ODS Bradley vehicle which are managed by four different primary contractors and government organizations.  Any modifications needed to the baseline vehicle to integrate the MEP are added as an Engineering Change Proposal (ECP).The ODS Bradley is being upgraded to improve its Situational Awareness (SA).  In order to maintain commonality with the baseline Bradley Operation Desert Storm (ODS) SA vehicle the M7 BFIST is transitioning to the M7 BFIST SA vehicle.  The M7 BFIST SA will have the same capabilities as the ODS-SA platform. Additionally M7 BFIST SA no longer has the M7 BFIST obsolescence issues because of the A3 like digital architecture of the ODS-SA baseline vehicle. With the addition of the FS3 the FIST mission will be able to detect recognize identify and designate targets at a greater range meeting the Operational Requirements Document (ORD) with the greater distance both capabilities are met which increase crew survivability.","Army","","","","","","","","","","","","","36.465","","","","","","30.257","","30.257","","Army Active","30.908","","31.614","","","",
"823a6561d0bf9a0eccbc49bf7f01bcdb","2013","2014-12-16T09:54:11+00:00","1418723651","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","2013","FIST Vehicle (Mod)","GZ2300","A","Each","Each","Modification Of Tracked Combat Vehicles","Tracked Combat Vehicles","PB","2012-02","The Bradley Fire Support Team (BFIST) vehicle replaces the aging M981 Fire Support Vehicle used by the Fire Support Team (FIST) that is in the Combined Arms Battalion.  The FIST contributes to success on the battlefield by accurately locating and designating targets and then combining this information to develop and execute fire support plans.  The BFIST allows fire support operations to be performed on the battlefield in vehicles with the same signature survivability and mobility as the other Bradleys in the maneuver units it supports.  The BFIST consists of three variants; M7 M7 BFIST SA and A3 BFIST with FS3.  A3 BFIST: The A3 BFIST integrates a fire support Mission Equipment Package (MEP) with the technology and capability advancements of the baseline A3 Bradley digital architecture.  The A3 BFIST requires the integration of four complex and constantly changing major software packages; Forward Observer System (FOS) Force 21 Battle Command Brigade and Below (FBCB2) FIST MEP and the baseline A3 Bradley vehicle which are managed by four different primary contractor and government organizations. With the addition of the FS3 the FIST mission will now be able to detect recognize and identify targets at a greater range meeting the Operational Requirements Document (ORD). In addition the BFIST with FS3 will now be able to designate the selected target while under armor and with the greater distance both capabilities increase crew survivability. M7 BFIST: The M7 BFIST integrates a fire support Mission Equipment Package (MEP) onto the baseline Operation Desert Storm (ODS) Bradley vehicle.  The M7 BFIST requires the integration of four complex software packages; Forward Observer System (FOS) Force 21 Battle Command Brigade and Below (FBCB2) FIST MEP and the baseline ODS Bradley vehicle which are managed by four different primary contractors and government organizations.  Any modifications needed to the baseline vehicle to integrate the MEP are added as an Engineering Change Proposal (ECP).The ODS Bradley is being upgraded to improve its Situational Awareness (SA).  In order to maintain commonality with the baseline Bradley Operation Desert Storm (ODS) SA vehicle the M7 BFIST is transitioning to the M7 BFIST SA vehicle.  The M7 BFIST SA will have the same capabilities as the ODS-SA platform. Additionally M7 BFIST SA no longer has the M7 BFIST obsolescence issues because of the A3 like digital architecture of the ODS-SA baseline vehicle. With the addition of the FS3 the FIST mission will be able to detect recognize identify and designate targets at a greater range meeting the Operational Requirements Document (ORD) with the greater distance both capabilities are met which increase crew survivability.","Army","Millions","Thousands","0203735A","FY13 Base procurement dollars in the amount of $57.257 million will support 53 FS3 Sensors and integration onto the A3 BFIST to support the Heavy Brigade Combat Team.  With the addition of the FS3 the FIST mission will be able to detect recognize identify and designate targets at a greater range and greater distance which increases crew survivability.In accordance with Section 1815 of the FY 2008 National Defense Authorization Act (P.L. 110-181) this item is necessary for use by the active and reserve cmponenents of the Armed Forces for homeland defense missions domestic emergency responses and providing military support to civil authorities.","Procurement of W&TCV Army","2033A","AB","1","20","4","","","43.4","","","","","","27","","27","","Army National Guard","","","3.468","","","",
"d60dba27aaaea44eb28be69c19e82843","2013","2014-12-16T09:55:11+00:00","1418723711","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Missile_Defense_Agency_PB_2013.xml","procurement-base","2013","2013","THAAD","MD07","B","Each","Each","Major Equipment Missile Defense Agency","Major Equipment","PB","2012-02","The Terminal High Altitude Area Defense (THAAD) is an element of the Terminal Defense Segment (TDS) of the Ballistic Missile Defense System (BMDS). THAAD enhances the TDS by deepening complementing and extending the BMDS battlespace and capability to engage ballistic targets in the late mid-course and terminal phases of their trajectory. THAAD will also be a surveillance sensor providing sensor data to cue other elements of the BMDS. THAAD in conjunction with the fielded PATRIOT System provides the TDS and supports the MDA objective of enhancing the BMDS capability. Five major components (Interceptors Launchers AN/TPY-2 Radar THAAD Fire Control and Communication (TFCC) and Peculiar Support Equipment) will be integrated into the THAAD element and the BMDS.Current Battery definition includes a basic load of 48 interceptors 6 launchers 2 Tactical Station Groups (TSGs) each and 1 AN/TPY-2 Radar (budgeted separately).","Missile Defense Agency","Millions","Millions","0603881C","","","","","","","","","","","","","","","","","","","","","","","","","","",
"d60dba27aaaea44eb28be69c19e82843","2013","2014-12-16T09:55:11+00:00","1418723711","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Missile_Defense_Agency_PB_2013.xml","procurement-base","2013","2013","THAAD","MD07","B","Each","Each","Major Equipment Missile Defense Agency","Major Equipment","PB","2012-02","The Terminal High Altitude Area Defense (THAAD) is an element of the Terminal Defense Segment (TDS) of the Ballistic Missile Defense System (BMDS). THAAD enhances the TDS by deepening complementing and extending the BMDS battlespace and capability to engage ballistic targets in the late mid-course and terminal phases of their trajectory. THAAD will also be a surveillance sensor providing sensor data to cue other elements of the BMDS. THAAD in conjunction with the fielded PATRIOT System provides the TDS and supports the MDA objective of enhancing the BMDS capability. Five major components (Interceptors Launchers AN/TPY-2 Radar THAAD Fire Control and Communication (TFCC) and Peculiar Support Equipment) will be integrated into the THAAD element and the BMDS.Current Battery definition includes a basic load of 48 interceptors 6 launchers 2 Tactical Station Groups (TSGs) each and 1 AN/TPY-2 Radar (budgeted separately).","Missile Defense Agency","Millions","Millions","0603884C","Funding shown above supports the procurement of the listed THAAD Interceptors Launchers Tactical Station Groups new equipment & training devices for the Batteries and Institutional Training Base and all associated peculiar support equipment to include the Mobile Support Truck Generator set spares transport shelter and the Battery logistics Operation Center. FY 2012 Obsolescence Mitigation includes life of type buy of 6 A-2 HEMTT Transporters to support total Launcher procurement.  RDT&E funded tactical hardware (initial two THAAD batteries) are not included in the costs above."Procurement Quantity" and "Flyaway Unit Cost" above represents interceptors only but the "Net Procurement" cost above includes the costs of all hardware. FY 2011 FY 2012 and FY 2014 funding includes procurement of significant numbers of ground components which affects the "Gross Weapon System Unit Cost".","Procurement Defense-Wide","0300D","AB","1","17","30","","","","","","","","","","","","","","","","","","","",
"2b0e23a407b0dd25c543a7e04c0fa9c5","2013","2014-12-16T09:52:22+00:00","1418723542","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Air_Force_PB_2013.xml","procurement-base","2013","2013","Advanced EHF","15","A","Each","Each","Space Programs","Other Support","PB","2012-02","This program has associated Research Development Test and Evaluation funding in PE 0603430F.  Develop and acquire Advanced Extremely High Frequency (AEHF) Military Satellite Communications (MILSATCOM) satellites mission control segment and cryptography for survivable anti-jam worldwide secure communications for the strategic and tactical warfighter.  AEHF satellites will replenish the existing EHF system (Milstar) providing much higher capacity and data rate (5x increase over Milstar II) capabilities.  AEHF is a cooperative program that includes International Partners (Canada the United Kingdom and the Kingdom of the Netherlands).  Due to a full range manifest Space Vehicle-3 (SV-3) is projected to launch No Earlier Than (NET) 3QFY13 and SV-4 has a projected launch availability of 3QFY17.SVs 5 and 6 are being procured under the Department of Defense's Efficient Space Procurement (ESP) approach formerly known as Evolutionary Acquisition for Space Efficiency (EASE) which enables stable production and strategic sub-tier management through the block buy of two space vehicles employing fixed-price contracting.  The block buy of satellites enables savings by reducing the effect of obsolescence and production breaks allowing for economic buying of components and optimizing production resources.  Additionally ESP enables cost efficiencies with the prime and subcontractor team as well as predictability for the space industrial base. FY13 continues the procurement of the block buy of 2 satellites AEHF SV 5-6.The FY13 President's Budget requests a regular appropriation followed by four years of advance appropriations.    FY14: $454.300MFY15: $395.800MFY16: $358.200MFY17: $716.700MTotal Advance Appropriations (FY14-17) requested: $1925.0M.  FY14-17 funding for program related support costs will be requested as an annual appropration.  The "To Complete" funding in the Exhibit P-40 reflects remaining AEHF 5-6 Other Government costs. Advance Procurement in FY16-17 supports procurement beyond SV 5-6.","Air Force","Millions","Millions","0603430F","Funding supports efforts such as the SV 5-6 production block buy continuation of technical support to include obsolescence/Diminishing Manufacturing Sources (DMS) studies and SV-3 launch preparation/operations SV-4 launch support option systems engineering and integration (SE&I) and continuation of program office and related support.  Also funds the Command and Control System - Consolidated (CCS-C) database development to support the launch of AEHF 4-6 satellites.  Funding for these efforts is in PE 0303604F. Unit cost reflected in the Item Schedule is not inclusive of advance appropriations or advance procurement.  See P5A for unit cost based on actual contract award or forecast contract cost.","Missile Procurement Air Force","3020F","AB","5","1","15","","","","","","","","","","","","","","","","","","","",
"98fef7649e58c8e514405afc235e2723","2013","2014-12-16T09:52:22+00:00","1418723542","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Air_Force_PB_2013.xml","procurement-base","2013","2013","GPS III Space Segment","19","A","Each","","","","","","The Global Positioning System (GPS) fills validated Joint Service requirements for worldwide accurate common grid three-dimensional positioning/navigation for military aircraft ships and ground personnel.  The consistent accuracy unaffected by location or weather and available in real time significantly improves effectiveness of reconnaissance weapons delivery mine countermeasures and rapid deployment for all services.  The system is composed of three segments: user equipment (funded under PE 0305164F) satellites and a control network (funded under PE 0603423F and PE 0305165F).  RDT&EAF funding for GPS III including development and acquisition of Space Vehicles (SV) 1 & 2 is in PE 0305265F GPS III Space Segment.  The satellites broadcast high-accuracy data using precisely synchronized signals which are received and processed by user equipment installed in military platforms.  This equipment computes the platform position and velocity and provides steering vectors to target locations or navigation waypoints.  The control segment provides daily updates to the navigation messages broadcast from the satellites to maintain system precision in three dimensions to 16 meters spherical error probable worldwide. GPS III is the next generation space vehicle supporting the GPS constellation.  GPS III space vehicles will deliver significant enhancements including a new civil (L1C) signal Galileo-compatible signal enhanced anti-jam signal power and affordable on-ramps to provide warfighter capabilities (i.e. better signal maintainability (Digital Waveform Generator (DWG) Unified S-Band (USB) near-real time C2 and Search and Rescue (SAR) GPS).  GPS III Satellite Vehicles (SVs) 03 - 08 are in the Production and Deployment Phase.  MPAF funding for this effort is in PE 0305265F. Beginning in FY15 the GPS budget supports an efficient space procurement which includes fixed price contracting of multiple satellites to establish stable production and strategic sub-tier management thus enabling savings by reducing the effect of obsolescence and production inefficiencies.","Air Force","Millions","Millions","0603423F","","","","","","","","","","","","","","","","","","","","","","","","","","",
"98fef7649e58c8e514405afc235e2723","2013","2014-12-16T09:52:22+00:00","1418723542","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Air_Force_PB_2013.xml","procurement-base","2013","2013","GPS III Space Segment","19","A","Each","Each","Space Programs","Other Support","PB","2012-02","The Global Positioning System (GPS) fills validated Joint Service requirements for worldwide accurate common grid three-dimensional positioning/navigation for military aircraft ships and ground personnel.  The consistent accuracy unaffected by location or weather and available in real time significantly improves effectiveness of reconnaissance weapons delivery mine countermeasures and rapid deployment for all services.  The system is composed of three segments: user equipment (funded under PE 0305164F) satellites and a control network (funded under PE 0603423F and PE 0305165F).  RDT&EAF funding for GPS III including development and acquisition of Space Vehicles (SV) 1 & 2 is in PE 0305265F GPS III Space Segment.  The satellites broadcast high-accuracy data using precisely synchronized signals which are received and processed by user equipment installed in military platforms.  This equipment computes the platform position and velocity and provides steering vectors to target locations or navigation waypoints.  The control segment provides daily updates to the navigation messages broadcast from the satellites to maintain system precision in three dimensions to 16 meters spherical error probable worldwide. GPS III is the next generation space vehicle supporting the GPS constellation.  GPS III space vehicles will deliver significant enhancements including a new civil (L1C) signal Galileo-compatible signal enhanced anti-jam signal power and affordable on-ramps to provide warfighter capabilities (i.e. better signal maintainability (Digital Waveform Generator (DWG) Unified S-Band (USB) near-real time C2 and Search and Rescue (SAR) GPS).  GPS III Satellite Vehicles (SVs) 03 - 08 are in the Production and Deployment Phase.  MPAF funding for this effort is in PE 0305265F. Beginning in FY15 the GPS budget supports an efficient space procurement which includes fixed price contracting of multiple satellites to establish stable production and strategic sub-tier management thus enabling savings by reducing the effect of obsolescence and production inefficiencies.","Air Force","Millions","Millions","0305165F","FY13 funding procures two GPS III Space Vehicles (SVs) and associated support.Refer to P5A in lieu of Item Schedule for unit cost based on actual contract award or forecast contract cost.","Missile Procurement Air Force","3020F","AB","5","1","19","","","","","","","","","","","","","","","","","","","",
