"id","timestamp.meta","timestamp_iso8601.meta","fiscal_year.meta","source.meta","catalog.meta","data_type.meta","classification.meta","resource.meta","source_filename.meta","type.meta","value.Name.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.MinimumSustainingRate.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Rate185.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.TotalLeadTimeAfterOct1InMonths.InitialQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ProductionLeadTimeAfterOct1InMonths.InitialQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AdminLeadTimeAfterOct1InMonths.InitialQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AdminLeadTimeBeforeOct1InMonths.InitialQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Location.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.MaximumProductionRate.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Quantity.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.FiscalYear.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AwardDate.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.SpecsAvailableNow.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.FundingVehicle.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.PCOLocation.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.FirstDeliveryDate.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ProcQuantity.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Amount.MonthlyDelivery.MonthlyDeliveryList.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Month.MonthlyDelivery.MonthlyDeliveryList.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ServiceAgencyName.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AcceptedBeforeOct1.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.UnitCost.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.TotalLeadTimeAfterOct1InMonths.ReorderQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ProductionLeadTimeAfterOct1InMonths.ReorderQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AdminLeadTimeAfterOct1InMonths.ReorderQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AdminLeadTimeBeforeOct1InMonths.ReorderQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.RFPIssueDate.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ContractType.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ContractMethod.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.OCO.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","@footnote.FiscalYear.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","@footnote.ProcQuantity.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.RevisionsAvailableDate.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","@footnote.Name.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA/UNKNOWN","0.00","0.00","0","0","0","0","UNKNOWN","0.00","1","2013","2013-05","true","MIPR","AFMC/WR-ALC","2013-08","","","","","","21173.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA/UNKNOWN","0.00","0.00","0","0","0","0","UNKNOWN","0.00","1","2013","2013-05","true","MIPR","AFMC/WR-ALC","2013-08","","","","","","33400.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA/BLUEBIRD","0.00","0.00","0","0","0","0","FORT VALLEY GA","0.00","1","2012","2012-02","true","MIPR","AFMC/WR-ALC","2012-08","","","","","","119853.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA","0.00","0.00","0","0","0","0","UNKNOWN","0.00","1","2013","2013-05","true","MIPR","AFMC/WR-ALC","2013-11","","","","","","139614.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA/WHEELED COACH","0.00","0.00","0","0","0","0","WINTER PARK FL","0.00","2","2012","2012-01","true","MIPR","AFMC/WR-ALC","2012-12","","","","","","112980.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA","0.00","0.00","0","0","0","0","UNKNOWN","0.00","1","2013","2013-05","true","MIPR","AFMC/WR-ALC","2013-08","","","","","","131075.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA/UNKNOWN","0.00","0.00","0","0","0","0","UNKNOWN","0.00","1","2013","2013-05","true","MIPR","AFMC/WR-ALC","2013-08","","","","","","121407.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA/COLONIAL","0.00","0.00","0","0","0","0","MONROVIA MD","0.00","8","2012","2012-04","true","MIPR","AFMC/WR-ALC","2013-09","","","","","","71224.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA","0.00","0.00","0","0","0","0","UNKNOWN","0.00","1","2013","2013-05","true","MIPR","AFMC/WR-ALC","2014-01","","","","","","87230.000","","","","","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA","0.00","0.00","0","0","0","0","UNKNOWN","0.00","4","2014","2014-04","true","MIPR","AFMC/WR-ALC","2014-09","","","","","","71000.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA/BLUE BIRD","0.00","0.00","0","0","0","0","FORT VALLEY GA","0.00","4","2012","2012-02","true","MIPR","AFMC/WR-ALC","2012-08","","","","","","96060.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA","0.00","0.00","0","0","0","0","UNKNOWN","0.00","1","2013","2013-05","true","MIPR","AFMC/WR-ALC","2013-08","","","","","","113526.000","","","","","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA","0.00","0.00","0","0","0","0","UNKNOWN","0.00","2","2014","2014-05","true","MIPR","AFMC/WR-ALC","2014-08","","","","","","112000.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA/MCI","0.00","0.00","0","0","0","0","PEMBINA ND","0.00","2","2012","2011-11","true","MIPR","AFMC/WR-ALC","2012-10","","","","","","470734.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA/UNKNOWN","0.00","0.00","0","0","0","0","UNKNOWN","0.00","1","2013","2013-11","true","MIPR","AFMC/WR-ALC","2014-10","","","","","","510604.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA/THOMAS","0.00","0.00","0","0","0","0","HIGH POINT NC","0.00","7","2012","2012-02","true","MIPR","AFMC/WR-ALC","2012-08","","","","","","108100.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA","0.00","0.00","0","0","0","0","UNKNOWN","0.00","1","2013","2013-05","true","MIPR","AFMC/WR-ALC","2013-10","","","","","","132387.000","","","","","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA","0.00","0.00","0","0","0","0","UNKNOWN","0.00","2","2014","2014-02","true","MIPR","AFMC/WR-ALC","2014-08","","","","","","116000.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA/ROHRER","0.00","0.00","0","0","0","0","DUNCANNON PA","0.00","3","2012","2012-03","true","MIPR","AFMC/WR-ALC","2012-09","","","","","","77768.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA","0.00","0.00","0","0","0","0","UNKNOWN","0.00","1","2013","2013-05","true","MIPR","AFMC/WR-ALC","2013-08","","","","","","85885.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","K. NEAL INTERNATIONAL TRUCKS","0.00","0.00","0","0","0","0","HYATTSVILLE MD","0.00","3","2012","2012-07","true","MIPR","AFMC/WR-ALC","2013-06","","","","","","150872.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","GSA/UNKNOWN","0.00","0.00","0","0","0","0","UNKNOWN","0.00","1","2012","2013-05","true","MIPR","AFMC/WR-ALC","2013-08","","","","","","78000.000","0","0","0","0","","","","","","","","",
"7996f594e2ac592eb0b0d26b1156949b","1418709975","2014-12-16T06:06:15+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","UNKNOWN","0.00","0.00","0","0","0","0","USAFE","0.00","1","2012","2013-05","true","MIPR","AFMC/WR-ALC","2013-08","","","","","","34000.000","0","0","0","0","","","","","","","","",
