"id","catalog.meta","resource.meta","type.meta","data_type.meta","timestamp.meta","timestamp_iso8601.meta","source.meta","source_filename.meta","fiscal_year.meta","classification.meta","@monetaryUnit.record","value.ProgramElementNumber.record","value.ProgramElementTitle.record","value.R1LineNumber.record","value.BudgetYear.record","value.BudgetCycle.record","value.SubmissionDate.record","value.ServiceAgencyName.record","value.AppropriationCode.record","value.AppropriationName.record","value.BudgetActivityNumber.record","value.BudgetActivityTitle.record","value.AllPriorYears.ProgramElementFunding.record","value.PriorYear.ProgramElementFunding.record","value.CurrentYear.ProgramElementFunding.record","value.BudgetYearOne.ProgramElementFunding.record","value.BudgetYearOneBase.ProgramElementFunding.record","value.BudgetYearTwo.ProgramElementFunding.record","value.BudgetYearThree.ProgramElementFunding.record","value.BudgetYearFour.ProgramElementFunding.record","value.BudgetYearFive.ProgramElementFunding.record","value.CostToComplete.ProgramElementFunding.record","value.TotalCost.ProgramElementFunding.record","value.ProgramElementMissionDescription.record","@format.record","value.ProgramElementNote.record","value.MdapCode.record","value.BudgetYearOneOCO.ProgramElementFunding.record","value.PriorYearsDelta.record",
"8602d9b0da5fe62ef57a260a9d2612ae","dodbudget","rdte-base","2016","record","1422989912","2015-02-03T18:58:32+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0605712A","Support of Operational Testing","145","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","6","RDT&E Management Support","","55.062","49.217","49.337","49.337","49.644","50.586","53.566","54.556","","","This Program Element provides the resources to operate the Army's Operational Test Command (OTC) which conducts operational tests that provide significant data to the Army decision-makers on key Army systems and concepts.  This project finances recurring costs for OTC that are essential for conducting realistic and continuous testing in the critical areas of equipment doctrine force design and training.  These recurring costs include civilian pay requirements for test support contracts temporary duty supplies and equipment.  OTC consists of three forward Test Directorates (Airborne and Special Operations Test Directorate Fort Bragg North Carolina; Integrated Test and Evaluation Directorate Fort Bliss Texas; and the Fires Test Directorate Fort Sill Oklahoma) together with four other Test Directorates (Aviation; Maneuver; Mission Command; Maneuver Support and Sustainment) at Ft Hood Texas. These activities support the development and fielding cycle of all Army acquisition programs including rapid fielding initiatives.  The primary mission of these test directorates is to perform detailed planning execution and reporting of Initial Operational Test and Evaluation (IOTE) and Force Development Test and Experimentation (FDTE).  Funding is also used to support the planning execution and reporting of Intelligence and Electronic Warfare operational testing.This project also provides funding for the Army Joint Test Element (JTE) which examines Joint Service Combatant Command (COCOM) and DoD agencies mission gaps tactics and doctrine resulting in the development of Tactics Techniques and Procedures (TTP) Concept of Operations (CONOPS) and assessment documents.  Products are developed through operational non-materiel solutions to urgent specific Joint Warfighter problems. The JTE coordinates and develops nominations for Quick Reaction Tests (QRTs) Joint Feasibility Studies (JFS); serves as the Operational Test Agency (OTA) for Army-led QRTs; and coordinates resources to support Joint Feasibility Studies (JFSs) and chartered Joint Tests (JT) under the Joint Test Unit (JTU) assigned to ATEC as the joint OTA.  The ATEC Commanding General serves as the Executive Steering Committee (ESG) member while the Executive Director serves as the Technical Advisory Board (TAB) member.  DoDD 5010.41 provides policies and responsibilities for the JTE.  The DA G-8 is the agent for JTE for operations and DoD level Senior Advisory Council (SAC) responsibly.  Mission support also includes the support to two Joint Test Units (JTU) under the re-engineered Joint Test program.  ATEC provides military resource support to Nellis Air Force Base and Suffolk VA with Officer and Non-Commissioned Officer (NCO) support.  Additional support to Joint Tests remains a requirement until the OSD Chartered projects are completed and transitioned to the respective Sponsoring COCOM.","","","","","",
"6ac24e1c1579ee0bb8fea2b017415ede","dodbudget","rdte-base","2016","record","1422989912","2015-02-03T18:58:32+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0605716A","Army Evaluation Center","146","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","6","RDT&E Management Support","","64.425","55.031","52.694","52.694","52.864","53.861","54.056","54.050","","","This program provides funding for the integrated technical and operational evaluations and continuous evaluation of assigned MDAPs and major automated information systems for milestone decisions materiel changes and materiel releases in support of the Army Acquisition Executive and force development.  Develop the evaluation strategy design technical and operational tests and evaluate the test results to address the combat effectiveness suitability safety and survivability factors pertinent to the decision process for programs such Warfighter Information Network- Tactical (WIN-T Inc 2) Stryker ECPs Joint Assault Bridge Guided Multiple Launch Rocket System (GMLRS) M270A1 Improved Armor Cab Joint Tactical Radio System (JTRS) Patriot Advanced Capability (PAC 3) Apache AH64E and Distributed Common Ground System - Army (DCGS-A) (plus hundreds of other Army & Joint systems/programs across The Army).  Prepare integrated System Evaluation Plans and conduct integrated technical and operational evaluations for all Army weapon systems.  Includes civilian pay costs for the Army Evaluation Center.","","","","","",
"2f0bed3152ec7a29639979171b1332df","dodbudget","rdte-base","2016","record","1422989911","2015-02-03T18:58:31+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0605602A","Army Technical Test Instrumentation and Targets","139","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","6","RDT&E Management Support","","63.944","45.573","51.550","51.550","52.773","49.718","54.607","57.071","","","This Program Element provides critical front-end investments for development of new test methodologies; test standards; advanced test technology concepts for long range requirements; future test capabilities; advanced development of modeling and simulation (M&S) and instrumentation prototypes; and the full development of test instrumentation for the United States Army Test and Evaluation Command (ATEC) which includes the Operational Test Command (OTC) at Ft Hood Texas; Aberdeen Test Center (ATC) Aberdeen Proving Ground Maryland; White Sands Test Center (WSTC) at White Sands Missile Range (WSMR) New Mexico; Electronic Proving Ground (EPG) Fort Huachuca Arizona; Yuma Test Center (YTC) at Yuma Proving Grounds (YPG) Arizona (including the Cold Regions Test Center (CRTC) Fort Greely Alaska and the Tropics Regions Test Center (TRTC) at various locations); and Redstone Test Center (RTC) Redstone Arsenal Alabama. OTC consists of three forward Test Directorates (Airborne and Special Operations Test Directorate Fort Bragg North Carolina; Integrated Test and Evaluation Directorate Fort Bliss Texas; and the Fires Test Directorate Fort Sill Oklahoma) together with four other Test Directorates (Aviation; Maneuver; Mission Command; Maneuver Support and Sustainment) at Ft Hood Texas. These activities support the development and fielding cycle of all Army acquisition programs including rapid fielding initiatives. Sustainment funding maintains existing testing capabilities at all locations by replacing unreliable uneconomical and irreparable instrumentation as well as incremental upgrades of hardware and software for modeling and simulation (M&S) and instrumentation systems to assure adequate test data collection capabilities. This data supports acquisition milestone decisions for all commodity areas throughout the Army including programs such as the Joint Light Tactical Vehicle (JLTV) Network Integration Evaluation (NIE) Patriot Advance Capability Phase 3 (PAC-3) Warfighter Information Network - Tactical (WIN-T) Stryker Bradley Guided Multiple Launch Rocket System (GMLRS) Joint Tactical Radio System (JTRS)and the Distributed Common Ground System - Army (DCGS-A).","","FY16 increase is required to preserve Test and Evaluation test capability.","","","",
"215ebca3fc37f700a83188e6056b7166","dodbudget","rdte-base","2016","record","1423163556","2015-02-05T19:12:36+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2016.xml","2016","public","Millions","0602702E","TACTICAL TECHNOLOGY","18","2016","PB","2015-02","Defense Advanced Research Projects Agency","0400","Research Development Test & Evaluation Defense-Wide","2","Applied Research","","218.482","299.734","314.582","314.582","386.540","432.417","430.814","464.014","","","This program element is budgeted in the Applied Research Budget Activity because it supports the advancement of concepts and technologies to enhance the next generation of tactical systems.  The Tactical Technology program element funds a number of projects in the areas of Naval Warfare Advanced Land Systems Advanced Tactical Technology Aeronautics Technology and Network Centric Enabling Technology.The Naval Warfare Technology project develops advanced technologies for application to a broad range of naval requirements.  Enabling and novel technologies include concepts for expanding the envelope of operational naval capabilities such as improved situational awareness over large maritime environments ship self-defense techniques novel underwater propulsion modalities high speed underwater vessels improved techniques for underwater object detection and discrimination long endurance unmanned surface vehicles and high bandwidth communications.The Advanced Land Systems project is developing technologies for enhancing U.S. military effectiveness and survivability in operations ranging from traditional threats to military operations against irregular forces that can employ disruptive or catastrophic capabilities or disrupt stabilization operations.  The emphasis is on developing affordable technologies that will enhance the military's effectiveness while decreasing the exposure of U.S. or allied forces to enemy fire.  This project will also explore novel design technologies for the manufacture of ground vehicles and new tools for systems assessments of emerging DARPA technologies.The Advanced Tactical Technology project focuses on broad technology areas including: a) compact efficient frequency-agile diode-pumped solid-state lasers for infrared countermeasures laser radar holographic laser sensors communications and high-power laser applications; and b) new tactical systems for enhanced air vehicle survivability precision optics electronic warfare and advanced air breathing weapons. Aeronautics Technology efforts will address high payoff opportunities that dramatically reduce costs associated with advanced aeronautical systems and/or provide revolutionary new system capabilities for satisfying current and projected military mission requirements.  This includes advanced technology studies of revolutionary propulsion and vehicle concepts sophisticated fabrication methods and examination of novel materials for aeronautic system applications.The Network Centric Enabling Technology project develops network-centric mission applications that integrate information arising from: 1) intelligence networks; 2) open and other external sources; 3) sensors and signal/image processors; and 4) collection platforms and weapon systems.  Technical challenges include the need to process huge volumes of diverse incomplete and uncertain data streams in tactically-relevant timeframes.  The data processing efforts include: conditioning of unstructured data content analysis behavioral modeling pattern-of-life characterization economic activity analysis social network analysis anomaly detection and visualization.  Operational benefits include deeper understanding of the evolving operational environment tailored to the needs of commanders at every echelon.  Promising technologies are evaluated in the laboratory and demonstrated in the field to facilitate transition.","","","","","",
"a2cf952752683bf556b598ef42ac3fb3","dodbudget","rdte-base","2016","record","1423163557","2015-02-05T19:12:37+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2016.xml","2016","public","Millions","0602716E","ELECTRONICS TECHNOLOGY","20","2016","PB","2015-02","Defense Advanced Research Projects Agency","0400","Research Development Test & Evaluation Defense-Wide","2","Applied Research","","222.287","169.203","174.798","174.798","170.783","198.083","195.175","198.347","","","","R2Long","","","","",
"da17f0397754a2cee94e221c6cb9c62d","dodbudget","rdte-base","2016","record","1423163563","2015-02-05T19:12:43+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Missile_Defense_Agency_PB_2016.xml","2016","public","Millions","0603893C","Space Tracking and Surveillance System","83","2016","PB","2015-02","Missile Defense Agency","0400","Research Development Test & Evaluation Defense-Wide","4","Advanced Component Development & Prototypes (ACD&P)","667.333","41.618","31.331","31.632","31.632","17.917","23.937","28.789","30.344","Continuing","Continuing","With the successful launch of two Space Tracking and Surveillance System (STSS) satellites in 2009 the Agency has on-orbit capability to validate remote sensor and fire control integration to inform the design and operation of future MDA space-layer capabilities to characterize contribution of space data into the Ballistic Missile Defense System (BMDS) architecture and to provide sensor measurements and background data supporting trade studies and analyses for future MDA space-layer options in support of sensor development and discrimination improvements for Homeland Defense. Lessons learned from the two STSS satellites are guiding decisions on the development of a fiscally sustainable continuously available future operational constellation and ground communications/processing system. STSS is providing risk reduction for future MDA space-layer options models algorithms sensors and spacecraft development by providing complex target signatures interface definition communications architectures and performance across threat object acquisition tracking and discrimination. STSS also informs the BMDS Concept of Operations timelines and performance requirements for remote space sensor cuing for ballistic missile engagements expanding battle space for weapon systems such as Aegis BMD. The goal for STSS satellites is to demonstrate spacebased capabilities including persistent tracking and integrated BMDS discrimination improvements for Homeland Defense.Early missile tracking capability from space provides a cost effective and operationally suitable means of providing global persistent surveillance and engagement directly addressing the number one missile defense priority need for Combatant Commanders. STSS will emphasize continued research and development to address the more sophisticated threats the Agency expects in the far term by demonstrating technologies that support development and capability delivery of future MDA space-layer options.  The STSS satellites demonstrate the ability of a space sensor to provide high precision real time tracking of missiles and midcourse objects thus enabling simultaneous regional theater and strategic missile defense systems to be cued to track well beyond their organic detection capability. Data from on-going STSS testing has validated the ability to track cold midcourse objects from space and close the fire control loop with BMDS interceptors. During several MDA flight tests STSS has provided data in real-time that met the Aegis Missile Defense Systems' Quality of Service data requirements for Remote Engagement Authorized. Finally STSS provides the means to demonstrate the benefit of future MDA space-layer capabilities which when combined with radars will provide robustness against current and advanced countermeasures. The Missile Defense Agency developed and is using two STSS satellites to demonstrate key functions of space sensors to reduce risk for future MDA space-layer options. STSS testing is funded as part of a capabilities development program and reflected in the Program Element submission. The wealth of data and lessons learned from the STSS satellites efforts continue to provide insights as MDA pursues longer term space sensor needs. Near Field Infrared Experiment (NFIRE) The NFIRE technology project was designed to collect near field phenomenology data for use in developing plume to hard body handover algorithms for boost phase interceptor programs. The NFIRE satellite carries a Laser Communication Terminal which has been and continues to be used to conduct communication experiments with the German Terra SAR-X satellite. These experiments test low earth orbit satellite-to-ground and satellite-to-satellite capabilities of the terminal for potential incorporation into the Ballistic Missile Defense System. Data products are utilized by multiple programs to improve missile engagement performance. The NFIRE program has an option to execute satellite End-of-Life plans by the end of FY 2015 and initiate safe satellite de-orbit.MD40 Program-Wide Support (PWS) consists of essential non-headquarters management efforts providing integrated and efficient support to the MDA functions and activities across the entire Ballistic Missile Defense System (BMDS).","","N/A","362","","",
"371b96d4ee2ba52b8631901ab8211f77","dodbudget","rdte-base","2016","record","1423163557","2015-02-05T19:12:37+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2016.xml","2016","public","Millions","0603286E","ADVANCED AEROSPACE SYSTEMS","38","2016","PB","2015-02","Defense Advanced Research Projects Agency","0400","Research Development Test & Evaluation Defense-Wide","3","Advanced Technology Development (ATD)","","146.789","129.723","185.043","185.043","193.011","176.089","187.521","189.156","","","","R2Long","","","","",
"9b3d506c5edc04cea59a0ffc230da9f4","dodbudget","rdte-base","2016","record","1422989920","2015-02-03T18:58:40+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0205456A","Lower Tier Air and Missile Defense (AMD) System","183","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","7","Operational Systems Development","","0.000","78.720","64.159","64.159","60.214","58.722","75.315","96.392","Continuing","Continuing","The PATRIOT system includes a family of hardware software interceptors (GEM PAC-2 PAC-3/MSE) and Ground Support Equipment.  As software and hardware improvements are developed there is a continuing need for system level modeling simulations and tests.  Modeling and Simulation allow for performance assessment against all threats that would not be possible in flight tests due to cost target and range constraints.  Flight testing is periodically required for validation of the Modeling and Simulation as well as satisfying Army Test and Evaluation Command/Director Operational Test and Evaluation (ATEC/DOTE) requirements of segment improvements. PATRIOT is an integral part of the overall Air and Missile Defense (AMD) Architecture and enables the incremental fielding of the system capability for Army Air and Missile Defense Battalions.","","","","","",
"3f3e4a54ce68a476808067290c2c5cfa","dodbudget","rdte-base","2016","record","1422989920","2015-02-03T18:58:40+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0205778A","Guided Multiple-Launch Rocket System (GMLRS)","184","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","7","Operational Systems Development","","0.000","45.353","17.527","17.527","27.829","29.669","29.406","24.036","Continuing","Continuing","Projects EG2/EG3. GMLRS rockets are surface-to-surface artillery rockets fired from the Multiple Launch Rocket System (MLRS) and High Mobility Artillery Rocket System (HIMARS) launchers.  GMLRS rockets provide 24/7 all-weather precision fires to engage both area and point targets at short medium and long ranges.  The GMLRS Program consists of three separate increments: GMLRS Dual Purpose Improved Conventional Munition (DPICM) cluster munition to engage area or imprecisely located targets; GMLRS Unitary that utilizes a 200 lb high explosive warhead to engage point targets with limited collateral damage; and GMLRS Alternative Warhead (AW) that is being developed as a non-cluster munition to replace GMLRS DPICM.  GMLRS DPICM Production was terminated in response to the June 2008 Department of Defense (DoD) Cluster Munitions Policy.  GMLRS Unitary is currently in full rate production.  GMLRS AW is currently in the Engineering and Manufacturing Development (EMD) Phase and scheduled to enter full rate production in FY2015.  The GMLRS AW rocket is 90% common with the Unitary variant.","","Adjustments to Budget Years: Funding adjusted to reflect changes to FY2015-2016 activities.","","","",
"19626aeb53928a7a8867018e702dfe19","dodbudget","rdte-base","2016","record","1423163559","2015-02-05T19:12:39+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Missile_Defense_Agency_PB_2016.xml","2016","public","Millions","0603176C","Advanced Concepts and Performance Assessment","30","2016","PB","2015-02","Missile Defense Agency","0400","Research Development Test & Evaluation Defense-Wide","3","Advanced Technology Development (ATD)","","6.919","8.470","12.139","12.139","13.227","12.932","13.249","13.219","Continuing","Continuing","The Advanced Concepts & Performance Assessments (ACPA) program delivers an integrated government concept definition simulation and analysis capability and centralizes assessment of advanced Ballistic Missile Defense (BMD) technology.  Delivering insight into the performance of proposed concepts extends Missile Defense Agency's (MDA) ability to address evolving threats for the warfighter.  Independent assessments of government university and industry technology concepts which are used in concert with systems engineering requirements to support acquisition strategy decisions and define technology focus areas.  Innovative structured concept definition and assessment methodology enables analysts to quickly validate focus areas verify contractor technology solutions and evaluate promising concepts in future Ballistic Missile Defense System (BMDS) architectures.This innovation significantly enhances our ability to assess technology concepts while decreasing the cost of the BMDS:- Independent model based simulations of industry technology concepts to inform systems engineering process- Digital simulation and hardware in the loop performance assessments of algorithms and hardware concepts prior to expensive live fire test events- End-to-end testing of technology concepts integrated with weapon systems and Command Control Battle Management and Communications (C2BMC) Better Buying Power philosophy has been incorporated and applied to the earliest stages of technology development to maximize technology investments in a limited budget environment.MD40 Program-Wide Support (PWS) consists of essential non-headquarters management efforts providing integrated and efficient support to the MDA functions and activities across the entire Ballistic Missile Defense System (BMDS).","","The FY 2016 increase funds the digital simulation and hardware in the loop infrastructure required for testing of the Multi-Spectral Targeting System (MTS-C) and Airborne Processor software prior to Standard Missile -3 Flight Test Standard Missile-01 (SFTM-01) Controlled Test Vehicle (CTV)-02 flight test and Aegis Launch-on-Remote live fire (FTM DST-1) test missions in FY 2016 and 1Q FY 2017.","362","","",
"e35836ec466028ceda8fa81024becf73","dodbudget","rdte-base","2016","record","1422989924","2015-02-03T18:58:44+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0300349A","Win-T Increment 2 - Initial Networking","201","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","7","Operational Systems Development","","0.000","3.247","3.800","3.800","0.000","0.000","0.000","0.000","0.000","7.047","Warfighter Information Network (WIN-T) Increment (Inc) 2 provides the Army with On-The-Move (OTM) networking capability.  The WIN-T Inc 2 network retains capabilities delivered by WIN-T Inc 1 and by leveraging proven government and commercial technologies adds greater network throughput and automated  Network Management to optimize planning (to include spectrum use) initialization monitoring and troubleshooting. WIN-T Inc 2 employs Beyond Line of Sight (BLOS) Satellite Communications (SATCOM) OTM to extend the network in maneuver Brigade Combat Teams (BCTs) to Company level for the first time.  Using equipment mounted on combat platforms WIN-T Increment 2 delivers a mobile capability that reduces reliance on fixed infrastructure and allows key leaders to move on the battlefield while retaining Situational Awareness and Mission Command capabilities. Using the Highband Networking Radio (HNR) with the Highband Networking Waveform (HNW) and high performance antennas the WIN-T Inc 2 Line-of-Sight (LoS) network offers an adaptive 30 Megabit per second (Mbps) aggregate throughput to key leaders in their Command Post or in their vehicle. The WIN-T Inc 2 network is self-forming which means that it automatically creates transmission paths based on terrain and environmental conditions; and self-healing meaning that the paths will automatically re-route traffic to complete network transactions and calls even if one or more nodes break down or loses connectivity.  This offers greater network reliability and better end-to-end connectivity than traditional point-to-point networks.   WIN-T Inc 2 introduces the network management capability needed to keep the mobile and dispersed forces networked together through automated planning initialization monitoring and troubleshooting.  Finally WIN-T adopts "Colorless Core" technology that encrypts both classified and unclassified user information in the network and minimizes the number of users on the "core" of the network.  The Colorless Core allows commanders to utilize the tactical network without fear of the enemy intercepting information. Colorless Core is a technical insertion in the WIN-T Inc 1b network which enables efficient information sharing between Inc 1b and Inc 2. WIN-T Inc 3 mature Network Operations (NetOps) technologies will be inserted into WIN-T Increment 2 units.FY16 funds support Operational Testing (NIE 16.2) and tech insertion of NetOps Build 5 and upgrade to NetCentric Waveform (NCW) 10.x.","","","","","",
"139dcef13be08de51f31f802d3376ad5","dodbudget","rdte-base","2016","record","1422989919","2015-02-03T18:58:39+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0203802A","Other Missile Product Improvement Programs","178","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","7","Operational Systems Development","","60.005","38.323","35.951","35.951","7.592","0.000","0.000","0.000","Continuing","Continuing","Army Tactical Missile Systems (ATACMS) is the United States (U.S.) Army's primary 24/7 all-weather and surface-to-surface artillery precision missile used by current and future Combatant Commanders to shape the battlefield with long-range fires against hard and soft stationary targets in open complex and urban environments. This effort will not build any new missiles or add to the overall inventory.   Block (Blk) 1 missiles currently have warheads (WHs) that are non-compliant with the 2008 Department of Defense (DoD) policy on cluster munitions (CM).   The modification effort will take expired assets and reset them to a 10 year service life.  Under this modification effort a policy compliant WH will replace the existing M74 bomblets and also replace electronics and propellants.  The Stockpile Reliability Program (SRP) will supply additional data to support extending the service life.  This effort effectively brings the expired inventory back into service while meeting the DoD CM Policy to engage imprecisely located/area targets up to 300 kilometers (km).","","FY2015: Congressional Mark; program delay","","","",
"368d3d1460bb0e7f2ab898a2cfbf51c1","dodbudget","rdte-base","2016","record","1423163558","2015-02-05T19:12:38+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2016.xml","2016","public","Millions","0605502E","SMALL BUSINESS INNOVATION RESEARCH","154","2016","PB","2015-02","Defense Advanced Research Projects Agency","0400","Research Development Test & Evaluation Defense-Wide","6","RDT&E Management Support","","80.025","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","","R2Long","","","","",
"bcfa5d9628471beef351867bec7a215f","dodbudget","rdte-base","2016","record","1423163569","2015-02-05T19:12:49+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","2016","public","Millions","0602000D8Z","Joint Munitions Technology","8","2016","PB","2015-02","Office of the Secretary Of Defense","0400","Research Development Test & Evaluation Defense-Wide","2","Applied Research","38.999","17.693","20.037","19.352","19.352","19.388","19.390","19.619","19.884","Continuing","Continuing","This program addresses applied research associated with improving the lethality reliability safety and survivability of munitions and weapon systems.  The goal is to develop and demonstrate joint enabling technologies that can be used by the Program Executive Officers (PEOs) as they develop their specific weapon programs.  The program invests in and demonstrates technologies from a Joint Service perspective thus maximizing efficiencies ensuring the development of technology with the broadest applicability while avoiding duplication of efforts.Munition Area Technology Groups (MATGs) and Fuze Area Technology Groups (FATGs) have been established for each munition and capability area and are tasked with: 1) coordinating establishing and maintaining 2018 and 2023 year technology development plans and roadmaps 2) coordinating biannual meetings to review technical and programmatic details of each funded and proposed effort 3) developing and submitting Technology Transition Agreements in coordination with appropriate PEOs for insertion in their Insensitive Munitions (IM) Strategic Plans / Fuze Technology Development Plan and 4) interfacing with other MATGs / FATGs and IM / fuze science and technology projects as appropriate.  The Joint Insensitive Munitions Technology Program (JIMTP) and Joint Fuze Technology Program (JFTP) will utilize a Technical Advisory Committee (TAC) (consisting of senior Department of Defense (DoD) and Department of Energy (DOE) laboratory representatives and senior Munitions PEO representatives) to provide program oversight policy direction and priorities during its annual meeting.The Insensitive Munitions (IM) effort will demonstrate enabling technologies needed to develop weapons in compliance with requirements established in United States Code Title 10 Chapter 141 Section 2389 and DoD Instruction 5000.1.  This effort will take promising technologies demonstrated at the laboratory scale and transition them into demonstration programs utilizing generic hardware based on priority munitions identified in the PEO IM Strategic Plans.  Mature demonstrated IM technology can be transitioned thereby decreasing their program costs and schedule risk and facilitating spin-offs to other non-compliant munitions within their portfolios.The JIMTP investments focus on five Munition Areas:  1) High Performance Rocket Propulsion (HPP) 2) Minimum Signature Rocket Propulsion (MSP) 3) Blast and Fragmentation Warheads (BFW) 4) Anti-Armor Warheads (AAW) and 5) Gun Propulsion (GP).  MATGs under tri-service leadership have developed technology roadmaps for each Munition Area that are used to guide investments based on goals consistent with the DoD IM Strategic Plan.  These IM technologies alone or in combination will be developed and tested at the small-scale and for eventual incorporation in hardware simulating real-world munitions to demonstrate their utility and feasibility. The Enabling Fuze Technology effort will also demonstrate fuze enabling technologies needed to develop weapons that address priority capability areas identified in the Guidance for Development of the Force (GDF) the Secretary of Defense Memorandum DoD Policy on Cluster Munitions and Unintended Harm to Civilians and shortfalls in current weapon systems.  This effort will develop fuzing technologies and mature them for transition into advanced technology (Budget Activity (BA) 6.3) programs and/or design tools and protocols for weapon fuzing.  In this way the Service and Industrial base weapon and fuze communities will be able to heavily leverage and apply these emerging and promising technologies in fuzing modeling and simulation tools multi-point initiation high reliability fuze architectures survivable components modular fuze packaging and fuze sensor. The Joint Fuze Technology Program investments focus on four specific capability areas that have been identified by Department strategic guidance and current shortfalls in weapon systems and will be validated by the PEOs and the Heads of the Service Science and Technology (S&T) communities.  These capability areas are:  1) Hard Target Survivable Fuzing 2) Tailorable Effects Weapon Fuzing 3) High Reliability Fuzing and 4) Enabling Fuze Technologies and Common Architecture.","","","","","",
