"id","catalog.meta","resource.meta","type.meta","data_type.meta","timestamp.meta","timestamp_iso8601.meta","source.meta","source_filename.meta","fiscal_year.meta","classification.meta","@monetaryUnit.record","value.ProgramElementNumber.record","value.ProgramElementTitle.record","value.R1LineItemNumber.record","value.BudgetYear.record","value.BudgetCycle.record","value.SubmissionDate.record","value.ServiceAgencyName.record","value.AppropriationCode.record","value.AppropriationName.record","value.BudgetActivityNumber.record","value.BudgetActivityTitle.record","value.PriorYear.ProgramElementFunding.record","value.CurrentYear.ProgramElementFunding.record","value.BudgetYearOne.ProgramElementFunding.record","value.BudgetYearOneBase.ProgramElementFunding.record","value.BudgetYearTwo.ProgramElementFunding.record","value.BudgetYearThree.ProgramElementFunding.record","value.BudgetYearFour.ProgramElementFunding.record","value.BudgetYearFive.ProgramElementFunding.record","value.ProgramElementNote.record","value.ProgramElementMissionDescription.record","value.AllPriorYears.ProgramElementFunding.record","value.CostToComplete.ProgramElementFunding.record","value.TotalCost.ProgramElementFunding.record","value.MdapCodes.record","@format.record",
"4b2e90182c46df55dd35975a39c67c48","dodbudget","rdte-base","2014","record","1418721825","2014-12-16T09:23:45+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","2014","public","Millions","0804767D8Z","COCOM Exercise Engagement and Training Transformation (CE2T2)","178","2014","PB","2013-04","Office of Secretary Of Defense","0400","Research Development Test & Evaluation Defense-Wide","6","RDT&E Management Support","37.255","77.475","43.247","43.247","44.008","43.086","43.919","44.906","","These programs support readiness of the joint force by creating a Joint Training Environment to replicate the complex and ever changing operational environment.   These investments support the Secretary of Defense’s (SECDEF) Combatant Commanders Exercise Engagement and Training Transformation (CE2T2) initiative to enable and enhance Joint Warfighting readiness by training as we intend to fight. The elements associated with this coordinated effort consist of:- Joint National Training Capability (JNTC)- Joint Simulation Systems (JSS)- Joint Knowledge Development & Distribution Capability (JKDDC)- U.S. Forces Korea Training & Exercise Support (USFK)- Air Force JNTC- Navy JNTCJNTC:  The Joint National Training Capability (JNTC) program adds joint/integrated context to existing Service and Combatant Commander (COCOM) training programs. This is accomplished through integrated live virtual and constructive training environment and prepares units and commanders for operations in joint/integrated operational environments. JNTC can train against a general or mission focused threat; test doctrine tactics techniques procedures Joint Operational Concepts and equipment. As the integrating environment JNTC provides training to the full complement of defense inter-agency and multi-national audiences. Active and reserve forces train in a realistic joint context with other Services and joint/integrated battle staffs. Battle staffs from joint component and tactical headquarters train and rehearse using real-world command and control systems with tactical forces represented through simulation support.JSS:  The Joint Simulation System provides the joint models and simulation enabling trained capable and interoperable Joint Forces.  This effort provides warfighters with the joint simulation to keep pace with operational environment supporting the Joint Force 2020 and ensure the Joint Training Environment reacts to strategic guidance such as training in anti-access anti-denial environments.    JKDDC:  Joint Knowledge Online (JKO) is the DOD unique and authoritative source for online joint training.  They are tasked to develop a Joint Individual Training Toolkit of web-enabled individual and small group training products and services.  Products and services are developed in response to OSD(P&R) CE2T2 Program Goals & Objectives guidance CJCS High Interest Training Items Joint Staff J7 training priorities and JKDDC Joint Knowledge Online (JKO) Stakeholder (CCMDs Services and Combat Support Agencies) prioritized training requirements.  JKDDC JKO supports a career-long joint learning continuum joint professional military education and tailored common training standards to Service members for tasks that are jointly executed resulting in trained capable and interoperable joint forces.  JKDDC JKO technology initiatives principally include Small Group Scenario Trainer (SGST) desk top modeling & simulation based training OSD requested virtual worlds prototype and mobile “pilot” courseware training devices.  These capabilities facilitate the training and preparation of tens of thousands of military and civilian personnel deploying to CCMD theaters of operation prior to serving in their assigned Combined/Joint Task Force (C/JTF) billets. Specifically C/JTF ‘battle staffs’ will be adequately trained as individuals and the staffs collectively based on SGST development and implementation throughout the joint training enterprise. JKO mobile “pilot” courseware training device development facilitates the global distribution of web-based joint training content on portable hand-held platforms for joint warriors.  The future virtual worlds learning environment will provide training and learning to promote adaptability and agility in the workforce with the capability to tailor and adapt instructional material to fit the learner's strengths and weaknesses learning style and level of proficiency.      USFK:  This program provides to Joint Training Environment to support the 2015 stand-up of KORCOM as a sub-unified command under PACOM.  This program is developing a Jointly Accredited and Supported Modeling & Simulation federation of constructive simulations capable of satisfying all joint exercise training requirements in the Korean Theater of Operations.  This simulation system is also interoperable with the Republic of Korea developed Korean Simulation System.  This solution will be capable of interoperating in a common battle space that realistically represents the operating environment to all levels of training audiences tactical to strategic in Korean theater exercises.  While supporting USFK’s specific requirements this solution will contain enhancements that will benefit all users of the JLVC.Air Force JNTC:  Supports the SECDEF's Transformation in Training/Joint National Training Capability (JNTC).  Develops capabilities that integrate live virtual and constructive elements into a seamless joint training environment.  Using a scientific and phased approach and focusing on modeling air and space capabilities researches new technologies and methods that provide a crucial technology-based foundation supporting all JNTC operations.Navy JNTC:  Supports SECDEF Transformation of DoD training and Joint National Training Capability. These funds enable Navy in developing unique maritime capabilities that integrate live virtual and constructive elements into a seamless joint training environment. Navy continues to develop and integrated joint training technologies that play a crucial role in its ability to address current and future joint operational training requirements. Navy program activities include conducting research development test and evaluation and cross-service architecture certification on all T2 capable systems developing cross-domain architectures for US and Coalition Forces as well as ensure sister service modeling/simulation and instrumentation efforts follow a common unified standard.","37.534","Continuing","Continuing","","",
"c1364b492ad0b8fb9567f1e9e0356a85","dodbudget","rdte-base","2014","record","1418721826","2014-12-16T09:23:46+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","2014","public","Millions","0909999D8Z","Financing for Cancelled Account Adjustments","181","2014","PB","2013-04","Office of Secretary Of Defense","0400","Research Development Test & Evaluation Defense-Wide","6","RDT&E Management Support","0.657","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","Not applicable for this item.","0.814","Continuing","Continuing","","R2Long",
"cc3469b24514487c12c35adbcf125aea","dodbudget","rdte-base","2014","record","1418721827","2014-12-16T09:23:47+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","2014","public","Millions","0305186D8Z","Policy R&D Programs","225","2014","PB","2013-04","Office of Secretary Of Defense","0400","Research Development Test & Evaluation Defense-Wide","7","Operational Systems Development","6.718","6.360","3.210","3.210","8.042","5.962","4.764","4.856","","Develop tools to overcome military security issues.  Since the global environment is dynamic research is necessary to continue understanding military structures foreign cultures and ethnic issues.  Examines demographic data investigates information awareness concerning catastrophic events and develops links to information and data warehouses. Build partnership capabilities through analytical projects that counter organizational warfare and develops infrastructure and sanctuary denial options.  Blends several disciplines including surveillance operations policy information management cyber policy training and technology.","","Continuing","Continuing","","",
"dc1cd7872c73a362cf9c742f25a20f67","dodbudget","rdte-base","2014","record","1418721827","2014-12-16T09:23:47+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","2014","public","Millions","0305199D8Z","Net Centricity","227","2014","PB","2013-04","Office of Secretary Of Defense","0400","Research Development Test & Evaluation Defense-Wide","7","Operational Systems Development","14.528","21.190","21.602","21.602","21.610","19.954","20.189","20.512","","As a Department efficiency the ASD(NII) was disestablished on January 11 2012.  Starting in FY2013 the funding in PE 0604771D8Z JTIDS associated with communications and information networks architecture strategy and policy; and frequency spectrum analysis and management was transferred to this PE (PE 0305199D8Z Net Centricity) and aligned under the office of the DoD Chief Information Officer (DoD CIO).Funds will be used to provide technical systems engineering and capability management oversight of programs projects and activities to maximize the Department’s return on investment in information technology resources and affect a comprehensive approach for assessing and procuring critical information systems from initial design through development to capability delivery in support of improved systems performance and military operations. Emphasis is placed on the information transport information assurance net and spectrum management command and control (C2) applications and services information sharing capabilities and enterprise services activities focused on the development integration testing and technical assessment of capabilities and applications in joint and coalition warfighter support environments.  Resources support collaborative efforts to demonstrate the interoperability and performance requirements of command control communication computing network and Information Infrastructure (C4&II) capabilities and programs.  This program is funded under Budget Activity 7 Operational System Development.       This project provides the resources necessary to implement net centric processes and authoritative analytic methods that provide the capability to synchronize interdependent capabilities across all layers (ground air space) of the joint information environment architecture to forecast and achieve a balance in supply and demand for network capacity and field effective capabilities more rapidly and efficiently as an enabler for C4&II capabilities applications and services.  Resources are required to transform current networks into an operationally unified and architecturally diverse joint information environment that will provide end-to-end communications transport layer computing networks and mission application capabilities that are optimized and integrated with all other joint capability areas with a focus on the tactical edge faced with disconnected intermittent and latency (DIL) environments.  There will be technical assessments modeling and simulation and analysis of the Joint space communications layer Joint aerial network layer contested communications on the move Position Navigation and Timing (PNT) and C2 mission application capabilities.  These funds develop the capability for the warfighter to manage and deconflict radio frequencies through ground air and space communication networks.  The funds will be used to develop and synchronize information assurance capabilities with other joint information environment capabilities to provide secure access to information and services (e.g. Cryptographic Modernization Management plan).       In addition funding will continue to be used to support the Defense Information System's Agency's (DISA) and Services' interoperable improvement efforts and processes in the development of common standards and protocols.  This effort includes initiating the Joint Interoperability Enhancement Process (IEP) that allows operators engineers and program managers to verify capabilities and identify issues in a design with Joint /Allied units prior to system fielding or with fielded systems to identify required systems changes for systems upgrade planning.  DISA and the Joint Forces Combatant Command lead the effort to transform the current standards and interoperability management tools to a common set of Joint network-enabled standards to ensure adherence to the Global Information Grid (GIG) enterprise-wide technical baseline and for implementation of future Tactical Data Link (TDL) capabilities. These joint standards protocols and processes will be used for implementation and testing to ensure the TDL capabilities are synchronized with the development and integration timelines of other planned network-enabled Global Information Grid (GIG) initiatives.  The threats to the networking waveforms and the Joint NC migration will also be looked at in cooperation with the Intelligence agencies.","","Continuing","Continuing","","R2Long",
"dfcdded865019b894c0b1825827cd317","dodbudget","rdte-base","2014","record","1418721828","2014-12-16T09:23:48+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","2014","public","Millions","0601384BP","CHEMICAL/BIOLOGICAL DEFENSE (BASIC RESEARCH)","7","2014","PB","2013-04","Chemical and Biological Defense Program","0400","Research Development Test & Evaluation Defense-Wide","1","Basic Research","46.561","50.566","51.426","51.426","52.351","53.294","61.076","60.242","","This Program Element supports the Joint Service basic research program for Chemical Biological and Radiological (CBR) defense.  The objective of the basic research program is to advance fundamental knowledge and understanding of those fundamental sciences identified as having potential future impact on the Chemical and Biological Defense Program with an emphasis in exploring new and innovative research for combating or countering chemical biological and radiological weapons.  Moreover basic research supports a Joint Force concept of a lethal integrated supportable highly mobile force with enhanced capability by the individual service member.  Specifically the program promotes theoretical and experimental research and studies in the physical life and information sciences.  A portion of this program element directly supports basic research efforts for the transformational medical technologies program.  The work in this program element is consistent with the Chemical Biological Defense Program Research Development and Acquisition (RDA) Plan.  Basic research technological breakthroughs support applied research (PE 0602384BP) activities.  Basic research activities described in this budget justification leverage existing research programs and activities within the DoD and other government agencies and promotes cross-pollination between government and academia as well as sponsors promising efforts of world class scientists.  The projects in this PE are placed in BA1 because they are basic research efforts directed towards non-specific or non-unique military applications.  \Key efforts within this PE are in support of the FY14 policy priorities for Countering Biological Threats.  This PE supports the priority to "Leverage science technology and innovation through domestic and international partnerships and agreements to improve global capacity to respond to and recover from biological incidents."  These efforts are captured in the Life Sciences project and total $34.6M.The Projects within this BA changed in FY13 to reflect the research areas of Life Sciences (LF1) and Physical Sciences (PS1).  The previous IS1 and TB1 efforts were consolidated into LF1 and PS1.","","Continuing","Continuing","","",
"09a70e6217ecd9858697fa56e5b5ac10","dodbudget","rdte-base","2014","record","1418721821","2014-12-16T09:23:41+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","2014","public","Millions","0604875D8Z","Joint Systems Architecture Development","136","2014","PB","2013-04","Office of Secretary Of Defense","0400","Research Development Test & Evaluation Defense-Wide","6","RDT&E Management Support","4.545","3.845","2.479","2.479","5.217","6.464","5.936","6.051","","The level of resourcing for the Joint System Architecture Development (JSAD) program reflects iterative reductions from efficiencies and budget reductions which reduces the Department's ability to develop flexible responsive solutions to emerging war fighter needs. The Quadrennial Defense Review (QDR) and acquisition reform initiatives call for top down national security strategy-driven capabilities-based planning. Department of Defense (DoD) Instruction 5000.02 and Chairman of the Joint Chiefs of Staff Instruction 3170.01 promulgate capabilities-based requirements and acquisition processes. The JSAD program enables collaborative efforts to achieve these goals. These efforts include providing support to conduct warfighting capability-based analysis; performing assessments of joint capability areas and joint integrating concepts; developing and supporting needed sets of system and system-related data; creating integrated roadmaps to support acquisition investment decisions; and performing assessments of major defense acquisition programs and major automated information systems in a capability area context.  Activities in the JSAD project are divided into three areas:  (1) capability-based analysis; (2) roadmaps; and (3) support tools and guidance. Capability-based analysis provides analysis of the different technology functionality and integration impacts of systems on warfighting capability.  Acquisition roadmaps guide systems development and associated investment plans.  JSAD support tools and guidance initiatives develop systems data and tools exploit modeling and simulation and architecture efforts to improve DoDs overall assessment capability.  These efforts guide the development and improve the testing and fielding of integrated systems of systems in order to achieve Joint mission capabilities.  The QDR also lays out the need for an institutional reorientation or shift in emphasis from organization-specific to enterprise-wide approaches. This means:  (1) horizontal integration within the Department and unity of effort through greater interagency collaboration; (2) engaging in a coordinated and portfolio-based approach to planning  programming budgeting and execution; and (3) significant reforms at the governance management and execution levels.  To accomplish this direction there needs to be a focused  goal and concerted emphasis on shifting from systems acquisition to capabilities-based portfolio management (or portfolio systems acquisition).  This  program enables collaborative efforts to implement the QDR direction outlined above in order to achieve portfolio systems acquisition goals.  The program is broken up into two focus areas (Portfolio Management and Reform Initiatives) and consolidates work previously performed under various other Program Elements.","","Continuing","Continuing","","",
"a1650c7f5a25062419c96a7e8f51d9ff","dodbudget","rdte-base","2014","record","1418721821","2014-12-16T09:23:41+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","2014","public","Millions","0604940D8Z","Central Test and Evaluation Investment Program (CTEIP)","137","2014","PB","2013-04","Office of Secretary Of Defense","0400","Research Development Test & Evaluation Defense-Wide","6","RDT&E Management Support","156.249","144.109","240.213","240.213","256.141","241.813","209.550","180.311","","Since its inception in FY 1990 this program element has been used to fund the development of critically needed high priority Test and Evaluation (T&E) capabilities for joint/multi-Service requirements.  The Central Test and Evaluation Investment Program (CTEIP) uses a corporate investment approach to combine Service Defense and other government agencies T&E needs maximize opportunities for joint efforts and avoid unwarranted duplication of test capabilities.  CTEIP focuses investments on projects that will have high productivity returns on investment.  Projects under the CTEIP Program Element (PE) support two basic tasks: investments to improve the test capabilities base (Joint Improvement and Modernization (JIM) projects) and development of near-term solutions to test capability shortfalls in support of ongoing operational test programs (Resource Enhancement Project (REP)).JIM projects address critically needed T&E investments in the major functional areas of: air combat; armament and munitions; Command Control Communication Computer and Intelligence (C4I) and networks; common range instrumentation; electronic combat; land combat; sea combat; space combat; threat simulators; and test environments.  Examples of project subject matter include: highly accurate time-space-position information network enhanced telemetry miniaturized flight safety systems realistic urban test environments ground testing for manned and unmanned aerial platforms and satellites and end-to-end testing of infrared countermeasure and electronic warfare systems.  CTEIP continues as the focal point for fostering common architectures throughout the test and training communities to enhance the sharing of resources and links between test and training ranges.CTEIP has provided special focus to institutionalize the use of modeling and simulation (M&S) as a practical test tool; to link ranges through internetting to enhance inter-range and inter-Service cooperation and resource sharing; and to ensure development and acquisition of common instrumentation necessary for a more efficient test infrastructure.Analyses of alternative solutions are conducted for each investment project to validate T&E requirements to define integrated support systems and to determine overall cost effectiveness of the proposed test investments.  The use of Department of Defense (DoD)-wide processes for requirement validation prioritization and risk assessment ensures an effective test resource investment program.The REP funds development of near-term solutions for critical ongoing operational tests supporting decisions on major high priority defense acquisition programs.  These unanticipated operational test (OT) capability requirements arise from several sources such as a new threat system identified during OT planning acquisition of foreign military assets that are critical in determining weapon system operational effectiveness short timelines between system design maturity and scheduled OT and emerging technologies and test requirements resulting from operational concept changes mandated by Congress or Director Operational Test & Evaluation (DOT&E) or system-of-systems testing.  Funding these activities under the CTEIP provides the opportunity to coordinate and integrate these near-term test requirements with the total DoD test and evaluation investment planning and ensures their availability and legacy for other programs that may have similar testing requirements.This Research Category 6.4 PE includes special studies analyses and strategic planning related to test capabilities and infrastructure and supports the development and application of proven technologies to provide major test and evaluation capabilities required to meet DoD component weapon system test requirements.","","Continuing","Continuing","","R2Long",
"908f3d12a125a84bb161ded3a6f79fa8","dodbudget","rdte-base","2014","record","1418721821","2014-12-16T09:23:41+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","2014","public","Millions","0604943D8Z","Thermal Vicar","139","2014","PB","2013-04","Office of Secretary Of Defense","0400","Research Development Test & Evaluation Defense-Wide","6","RDT&E Management Support","7.658","8.214","8.287","8.287","8.465","8.822","9.132","9.278","","This program is reported in accordance with Title 10 United States Code Section 119(a)(1) in the Special Access Program Annual Report to Congress.  For further information please contact the Director of Special Programs OUSD(AT&L)/DSP at (703) 697-1282.","","Continuing","Continuing","","R2Long",
"81bacd12b4aaee7538f105b63258f373","dodbudget","rdte-base","2014","record","1418721826","2014-12-16T09:23:46+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","2014","public","Millions","0607310D8Z","Operational Systems Development","186","2014","PB","2013-04","Office of Secretary Of Defense","0400","Research Development Test & Evaluation Defense-Wide","7","Operational Systems Development","0.000","0.000","1.955","1.955","4.988","7.667","5.383","8.518","This is a new start program that will fund development efforts to upgrade systems that have been fielded or provide planned product improvements.","This program addresses developing an integrated and interconnected Countering Weapons of Mass Destruction (CWMD) capabilities-based system that defines and enables a comprehensive global awareness and readiness for CWMD steady-state and surge postures. The diverse and complex Countering Weapons of Mass Destruction (CWMD) – nuclear biological and chemical threats – mission space requires an integrated approach towards capability development. Capability development must be based on a systems perspective that links strategic objectives with interrelated tasks and associated capabilities. The broad CWMD military strategic objectives and mission areas encompass many nontraditional capabilities for the Warfighter and CWMD is not an isolated mission set unique to DoD – it is intertwined with counter-terrorism and homeland defense. Accordingly developing an overall CWMD capability should and must leverage complementary capabilities through integration and synchronization. A global CWMD situational awareness capability will be established and deployed worldwide via current communications systems and common operating pictures in support of this mission.  This program will incorporate portfolio management tools and comprehensive analyses to enable a balanced and integrated CWMD systems portfolio an optimized CWMD force structure and the integration with and utilization of existing military assets to fill intelligence sensor and reconnaissance gaps in CWMD.","","Continuing","Continuing","","",
"3343aaab37bd693f73c0ed9926a4e8a9","dodbudget","rdte-base","2014","record","1418721826","2014-12-16T09:23:46+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","2014","public","Millions","0303140D8Z","Information Systems Security Program","207","2014","PB","2013-04","Office of Secretary Of Defense","0400","Research Development Test & Evaluation Defense-Wide","7","Operational Systems Development","11.348","11.780","10.673","10.673","12.867","11.620","11.164","11.588","","The DoD CIO Information Systems Security Program (ISSP) provides focused research development testing and integration of technology and technical solutions critical to the Defense Information Assurance Program (10 USC 2224) through pilot programs and technology demonstration; investment in high leverage near-term programs that offer immediate Information Assurance (IA) benefit; federal and multi-national initiatives; and short-term studies and research critical to protecting and defending information systems by ensuring their availability integrity authentication confidentiality and non-repudiation. These efforts focus on Computer Network Defense (CND) and the restoration of information systems by incorporating protection detection analysis and reaction and response capabilities; emerging cryptographic technologies; technology transition and IA research capabilities.  This program is designed to meet the requirements of 10 USC 2224 (Defense Information Assurance Program) 44 USC 3544 (Federal Information Security Management Act of 2002) OMB Circular A-130 and DoD Directives 8500.1 and 0-8530.1. This program is funded under Budget activity 7 Operational System Development because it integrates technology and technical solutions to the Defense Information Assurance Program.","","Continuing","Continuing","","R2Long",
"ca5c9f201b406a7b4812bef7ed48dd9d","dodbudget","rdte-base","2014","record","1418721824","2014-12-16T09:23:44+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","2014","public","Millions","0605804D8Z","Development Test & Evaluation","162","2014","PB","2013-04","Office of Secretary Of Defense","0400","Research Development Test & Evaluation Defense-Wide","6","RDT&E Management Support","18.389","15.110","15.451","15.451","16.091","16.636","16.917","17.246","","The Developmental Test and Evaluation (DT&E) program element is budgeted in the Research and Development budget activity as it supports and assesses the DT&E efforts of each Major Defense Acquisition Program (MDAP) Major Automated Information System and other Special Interest acquisition programs as designated by Under Secretary of Defense for Acquisition Technology & Logistics (USD(AT&L)); assesses the DT&E capabilities of the Military Departments and Department of Defense (DoD) Components oversees the Test and Evaluation career field of the defense acquisition workforce; develops policy and guidance for the conduct of DT&E within DoD; and produces the annual DT&E report to Congress.The Department of Operational Energy Plans and Programs (DOEPP) is funded within this program element for technical analysis and policy guidance for theDoD operational energy programs and initiatives including institutionalizing energy in DoD’s business processes (e.g. Fully Burdened Cost of Fuel and the Energy Efficiency Key Performance Parameters (KPPs)).","","Continuing","Continuing","","",
"a221ca5d3a741f72de6faea7bc1da67a","dodbudget","rdte-base","2014","record","1418721824","2014-12-16T09:23:44+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","2014","public","Millions","0606100D8Z","Budget and Program Assessments","165","2014","PB","2013-04","Office of Secretary Of Defense","0400","Research Development Test & Evaluation Defense-Wide","6","RDT&E Management Support","4.432","4.454","4.083","4.083","4.763","4.708","4.618","4.708","","This program supports the Office of the Director Cost Assessment & Program Evaluation (CAPE).  It funds assessments that help to resolve budget and programmatic issues across the full range of the Department’s activities.  Projects that support this effort help to inform the leadership on program alternatives capability concept development design and cost the appropriate balance of capabilities across the force and also to identify how well the Department’s expenditures are meeting its goals and how well the force can implement the Defense strategy.This program provides for analytical research across a spectrum of  issues and concerns.  The research agenda is focused on near to long-term problems identified by the Secretary of Defense and addresses difficult and complex questions linked to program alternatives for current and future capabilities and forces in order to enhance the senior leadership's deliberations and decision-making.This program provides the scientific and technical engineering services needed for research studies in the development of models and simulations and the evaluation of current analytical tools and scientific methods used to evaluate and assess weapons systems and warfighting capabilities for warfighting environments and scenarios and related force structure.  Deliverables from this program will include reports briefings and analyses designed to illuminate critical issues facing the Department.  Outcomes include recommendations for new modeling techniques programmatic alternatives and scenario development.","5.919","Continuing","Continuing","","",
"bd7328516b66b43bac8b8d765927f51d","dodbudget","rdte-base","2014","record","1418721815","2014-12-16T09:23:35+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","2014","public","Millions","0604051D8Z","Defense Acquisition Challenge Program (DACP)","117","2014","PB","2013-04","Office of Secretary Of Defense","0400","Research Development Test & Evaluation Defense-Wide","5","System Development & Demonstration (SDD)","24.833","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","Authorized by Title 10 U.S. Code Section 2359b the Defense Acquisition Challenge Program (DACP) increases opportunities to insert innovative and cost saving technologies into Department of Defense (DoD) acquisition programs.  DACP funds the test and evaluation of technologies and products with potential to improve performance affordability manufacturability or operational capability of current acquisition programs at the subcomponent component or system level.","","Continuing","Continuing","","",
"d5930ca697f12dcd68b6a7eaa0cccd16","dodbudget","rdte-base","2014","record","1418721823","2014-12-16T09:23:43+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","2014","public","Millions","0605151D8Z","Studies and Analysis Support - OSD","148","2014","PB","2013-04","Office of Secretary Of Defense","0400","Research Development Test & Evaluation Defense-Wide","6","RDT&E Management Support","0.000","6.457","5.871","5.871","6.327","6.083","6.161","6.853","","The Joint Service programs were established by the Secretary of Defense to improve the training and readiness of the Active and Reserve Components.  This project expedites the prototype development of new training and readiness technologies and Joint Service training and readiness systems which improve the training and readiness effectiveness and enhance the performance of the military forces.  It facilitates the sharing of training and readiness information while allowing for the transfer of emerging and innovative technologies among the Services and private sector.  In addition this project supports OSD (P&R) and DoD training managers (OSD Joint Staff Unified Commands and the Services) in promoting more efficient and effective use of training resources increasing the effectiveness of military training and enhancing the readiness and performance of the military forces.  Projects analyze the contributions to readiness of various training techniques and programs and use the results to expedite new training concepts and procedures that increase unit effectiveness or decrease costs.  Emphasis is placed on developing analytical tools and systematic methodologies to improve training resource allocations.","0.000","Continuing","Continuing","","R2Long",
"16c1f7e780bfcf4b924ced20a07ca2f9","dodbudget","rdte-base","2014","record","1418721823","2014-12-16T09:23:43+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","2014","public","Millions","0605502D8Z","Small Business Innovation Research/Small Business Technology Transfer (SBIR/STTR)","155","2014","PB","2013-04","Office of Secretary Of Defense","0400","Research Development Test & Evaluation Defense-Wide","6","RDT&E Management Support","47.755","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","The goals of the Office of the Secretary of Defense (OSD) Small Business Innovation Research (SBIR) and Small Business Technology Transfer (STTR) programs are to stimulate technological innovation increase private sector commercialization of federal research and development (R&D) increase small business participation in federally funded R&D and foster participation by minority and disadvantaged firms in technological innovation.","","Continuing","Continuing","","",
"dc54b7616d79b10548aad0604a383d84","dodbudget","rdte-base","2014","record","1418721819","2014-12-16T09:23:39+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Office_of_Secretary_Of_Defense_PB_2014.xml","2014","public","Millions","0604709D8Z","Joint Robotics EMD","121","2014","PB","2013-04","Office of Secretary Of Defense","0400","Research Development Test & Evaluation Defense-Wide","5","System Development & Demonstration (SDD)","2.705","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","(U) This Program Element (PE) was established in response to Congressional guidance to consolidate DOD robotic programs on unmanned ground systems and related robotic technologies in order to increase focus of the Services' robotic programs on operational requirements.  Technologies in the PE support the continued development of technologies in Budget Activity 3 and 4 (PEs 0603711D8Z and 0603709D8Z) for technology transitions and transformations and closing war fighter requirement capability gaps. By exercising its oversight role through a technology advisory board O-6 Council and Senior Steering Group (Flag level) Joint Ground Robotics applies this PE to enable coordination between the Services and places emphasis on interoperability and commonality among unmanned ground systems. This PE supports the effort to overcome technology barriers in thrust areas of unmanned ground system technologies to include Autonomous & Tactical Behaviors Manipulation Technologies Collaborative Operations Interoperability Man-portable Unmanned Ground System Technologies and Technology Transition/Transformation.  The purpose is to further the development and fielding of affordable and effective mobile ground robotic systems develop and transition technologies necessary to meet evolving user requirements and serve as a catalyst for insertion of robotic systems and technologies into the force structure.  Through application of funds against the thrust areas of unmanned ground system technologies this PE supports the integration of technologies into representative models or prototype systems in a high fidelity and realistic operating environment and expedites technology transition from the laboratory to operational use. Emphasis is on proving component and subsystem maturity prior to integration in major and complex systems and may involve risk reduction initiatives. Within this PE funded efforts will continue the delivery of advanced technology needs directed at enhancing the war fighters' capabilities identified during concept development operational assessments and field feedback of current unmanned systems.","","Continuing","Continuing","","",
