"FiscalYear_val","PCOLocation_val","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","RFPIssueDate_val","FundingVehicle_val","ItemNameSuffix_val","SpecsAvailableNow_val","ContractMethod_val","ContractType_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2013","See End Item P5A","0001-01","0001-01","0","0","0001-01","TBD","I think i","","","","9dedd9adb68086e518701fc200ba71bffc2ce5ce-0-f99f951cb34879d61bb781ec2b362dc907a1a5b7","9dedd9adb68086e518701fc200ba71bffc2ce5ce","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","9dedd9adb68086e518701fc200ba71bffc2ce5ce-4-84f5a68d8ac2431c4a2ed21c9195256db78e33e4"
"2013","See End Item P5A","0001-01","0001-01","0","0","0001-01","TBD","I think i","","","","9fce5d8218f04c111f7ce63b9eec5e20a96f5fc3-0-312a5c4dc437170c5ab4e1fee35726746ddd646a","9fce5d8218f04c111f7ce63b9eec5e20a96f5fc3","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","9fce5d8218f04c111f7ce63b9eec5e20a96f5fc3-0-b3cb5e41d62f3602917a1d25eb518e58f2860d3f"
"2012","77","2012-03","2013-08","19","2.651","2011-10","","","true","SS","FPIF","b9601951925a3f8d500c4dc71901dd76ff32de73-0-7fe2bbaf81f9c3238311224c5c136fd45231f7be","b9601951925a3f8d500c4dc71901dd76ff32de73","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","b9601951925a3f8d500c4dc71901dd76ff32de73-0-441b73ac6948d23d5c3359060554ce66092cba9d"
"2013","77","2013-03","2014-05","19","3.397","2012-06","","","true","SS","FPIF","b9601951925a3f8d500c4dc71901dd76ff32de73-1-41fbb8bd038622e5b45815701a8e4d5458458fd8","b9601951925a3f8d500c4dc71901dd76ff32de73","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","b9601951925a3f8d500c4dc71901dd76ff32de73-0-441b73ac6948d23d5c3359060554ce66092cba9d"
"2014","77","2014-03","2015-05","30","2.668","2013-03","","","true","SS","FPIF","b9601951925a3f8d500c4dc71901dd76ff32de73-2-d361c7dfabc2dec6512fd69ed3e7c8399a4ffd49","b9601951925a3f8d500c4dc71901dd76ff32de73","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","b9601951925a3f8d500c4dc71901dd76ff32de73-0-441b73ac6948d23d5c3359060554ce66092cba9d"
"2013","See End Item P5A","2013-12","2013-12","0","0","2013-12","TBD","I think i","","","","c0a6961e6e9f77f90f21e61b49312b87e317185d-0-327942eb12b8403104608c5c70f4c307f4366b95","c0a6961e6e9f77f90f21e61b49312b87e317185d","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","c0a6961e6e9f77f90f21e61b49312b87e317185d-0-c183387d1f5f64552ef36e78e2c398b1c91b7943"
"2013","See End Item P5A","2013-12","2013-12","0","0","2013-12","TBD","I think i","","","","c0a6961e6e9f77f90f21e61b49312b87e317185d-0-8a781e10694ab85e243825cf1ae000141ea5ba29","c0a6961e6e9f77f90f21e61b49312b87e317185d","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","c0a6961e6e9f77f90f21e61b49312b87e317185d-1-097f9d3978edf82f71f5c11e715ad8d31d70a6df"
"2013","See End Item P5A","2013-12","2013-12","0","0","2013-12","TBD","I think i","","","","c0a6961e6e9f77f90f21e61b49312b87e317185d-0-f43091f01679adad16fc4f471eba1f70f076f281","c0a6961e6e9f77f90f21e61b49312b87e317185d","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","c0a6961e6e9f77f90f21e61b49312b87e317185d-2-e08bfd55aa5d3e2c880e36bc725473eb6d312b71"
"2013","See End Item P5A","2013-12","2013-12","0","0","2013-12","TBD","I think i","","","","c0a6961e6e9f77f90f21e61b49312b87e317185d-0-faf0f0505eee02d7a0194fef84c81e026a9733d7","c0a6961e6e9f77f90f21e61b49312b87e317185d","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","c0a6961e6e9f77f90f21e61b49312b87e317185d-3-4f938ee581c1c1644794ea11f69457883f8218c7"
"2013","See End Item P5A","2013-12","2013-12","0","0","2013-12","TBD","I think i","","","","c0a6961e6e9f77f90f21e61b49312b87e317185d-0-24256b2e71d1b0afab4391fff72687e1a3bf3bd4","c0a6961e6e9f77f90f21e61b49312b87e317185d","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","c0a6961e6e9f77f90f21e61b49312b87e317185d-4-a8d187e291a33a00b31bd9dbf3badee9f4f4a150"
"2013","See End Item P5A","2013-12","2013-12","0","0","2013-12","TBD","I think i","","","","c0a6961e6e9f77f90f21e61b49312b87e317185d-0-12dce1a9cb00ebd3b5c16e7ff204b4629ce2deb2","c0a6961e6e9f77f90f21e61b49312b87e317185d","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","c0a6961e6e9f77f90f21e61b49312b87e317185d-5-1dbc0aafae776e480c850e495ac0e8d400dbddef"
"2013","See End Item P5A","2013-12","2013-12","0","0","2013-12","TBD","I think i","","","","c0a6961e6e9f77f90f21e61b49312b87e317185d-0-e37d98773f834777ab523337745d19360674bc9e","c0a6961e6e9f77f90f21e61b49312b87e317185d","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","c0a6961e6e9f77f90f21e61b49312b87e317185d-6-3f40caf5ae780101a12bde650acc0bef47639c46"
"2013","See End Item P5A","2013-12","2013-12","0","0","2013-12","TBD","I think i","","","","c0a6961e6e9f77f90f21e61b49312b87e317185d-0-63308acc0f2f3ace2d014962b8bea9955faf155b","c0a6961e6e9f77f90f21e61b49312b87e317185d","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","c0a6961e6e9f77f90f21e61b49312b87e317185d-7-6df31c476cb30cb9abe52efd3d7a622690a830d0"
